dataelement,period,orgunit,categoryoptioncombo,attributeoptioncombo,value
TjPwm5FAwoE,2022Q2,X7deWPhTiIy,FujzW8ejTb6,70212,5
TjPwm5FAwoE,2022Q2,U8feQBluEhj,FujzW8ejTb6,70212,45
TjPwm5FAwoE,2022Q2,ccixNtjWLkf,FujzW8ejTb6,70212,27
TjPwm5FAwoE,2022Q2,nvJQYEQIFFM,FujzW8ejTb6,70212,25
TjPwm5FAwoE,2022Q2,YIxt0WtezdT,FujzW8ejTb6,70212,179
TjPwm5FAwoE,2022Q2,f0WCSs2fwvv,FujzW8ejTb6,70212,31
TjPwm5FAwoE,2022Q2,XLt8l1uPicg,FujzW8ejTb6,70212,107
TjPwm5FAwoE,2022Q2,DW7NajJs9ry,FujzW8ejTb6,70212,87
TjPwm5FAwoE,2022Q2,e9NQxtBNruk,FujzW8ejTb6,70212,3
TjPwm5FAwoE,2022Q2,P91Rf8wCj7Z,FujzW8ejTb6,70212,50
TjPwm5FAwoE,2022Q2,DXrgpyCKD21,FujzW8ejTb6,70212,12
TjPwm5FAwoE,2022Q2,zFzYdXMnPoP,FujzW8ejTb6,70212,72
TjPwm5FAwoE,2022Q2,cGvhZR5kDxQ,FujzW8ejTb6,70212,13
TjPwm5FAwoE,2022Q2,dYIdx3HoWbL,FujzW8ejTb6,70212,48
TjPwm5FAwoE,2022Q2,F42k81lXXMO,FujzW8ejTb6,70212,154
TjPwm5FAwoE,2022Q2,dRcaKumSx2h,FujzW8ejTb6,70212,16
TjPwm5FAwoE,2022Q2,pthlRKVLgNp,FujzW8ejTb6,70212,26
TjPwm5FAwoE,2022Q2,n5SZuEC3O1j,FujzW8ejTb6,70212,6
TjPwm5FAwoE,2022Q2,qr4pPLTe6Ki,FujzW8ejTb6,70212,20
TjPwm5FAwoE,2022Q2,DsuExtGvONG,FujzW8ejTb6,70212,7
TjPwm5FAwoE,2022Q2,CpZyeEzz39h,FujzW8ejTb6,70212,13
TjPwm5FAwoE,2022Q2,MAtmMxsNpeZ,FujzW8ejTb6,70212,12
TjPwm5FAwoE,2022Q2,sAnH4cWV41G,FujzW8ejTb6,70212,22
TjPwm5FAwoE,2022Q2,gsIY3JD3iHh,FujzW8ejTb6,70212,15
TjPwm5FAwoE,2022Q2,t0V5NCdjdPi,FujzW8ejTb6,70212,25
TjPwm5FAwoE,2022Q2,dSuHNzaRaSf,FujzW8ejTb6,70212,4
TjPwm5FAwoE,2022Q2,dl9g8UYxk20,FujzW8ejTb6,70212,10
TjPwm5FAwoE,2022Q2,Z6ZZLw50mAM,FujzW8ejTb6,70212,20
TjPwm5FAwoE,2022Q2,Nv5WX50ktwr,FujzW8ejTb6,70212,15
TjPwm5FAwoE,2022Q2,qiBueINJbti,FujzW8ejTb6,70212,135
TjPwm5FAwoE,2022Q2,wgqFTVU7Iky,FujzW8ejTb6,70212,17
TjPwm5FAwoE,2022Q2,DVF2BNdSzV9,FujzW8ejTb6,70212,24
TjPwm5FAwoE,2022Q2,VSHfWQyhzUu,FujzW8ejTb6,70212,22
TjPwm5FAwoE,2022Q2,o3nzTkLC1Pl,FujzW8ejTb6,70212,38
TjPwm5FAwoE,2022Q2,KCPICjUZcE4,FujzW8ejTb6,70212,56
TjPwm5FAwoE,2022Q2,z8MwD6T43n2,FujzW8ejTb6,70212,68
TjPwm5FAwoE,2022Q2,VsFXXXagVmp,FujzW8ejTb6,70212,104
TjPwm5FAwoE,2022Q2,yVFdJkYsLK5,FujzW8ejTb6,70212,29
TjPwm5FAwoE,2022Q2,hWWRAoV26mI,FujzW8ejTb6,70212,14
TjPwm5FAwoE,2022Q2,yIcfnuZhejK,FujzW8ejTb6,70212,29
TjPwm5FAwoE,2022Q2,eSZjKIwHPYi,FujzW8ejTb6,70212,78
TjPwm5FAwoE,2022Q2,IRD5QXalHtJ,FujzW8ejTb6,70212,10
TjPwm5FAwoE,2022Q2,srTptJGYtcK,FujzW8ejTb6,70212,69
TjPwm5FAwoE,2022Q2,admxsO3fTtq,FujzW8ejTb6,70212,23
TjPwm5FAwoE,2022Q2,p9u7nMWHEgF,FujzW8ejTb6,70212,13
TjPwm5FAwoE,2022Q2,pEAFBcOJIVF,FujzW8ejTb6,70212,20
TjPwm5FAwoE,2022Q2,t3snPDHuVBW,FujzW8ejTb6,70212,14
TjPwm5FAwoE,2022Q2,lUDMkJxSxHL,FujzW8ejTb6,70212,20
TjPwm5FAwoE,2022Q2,oJNbeCd6bvb,FujzW8ejTb6,70212,41
TjPwm5FAwoE,2022Q2,Uih0KGtvZeo,FujzW8ejTb6,70212,47
TjPwm5FAwoE,2022Q2,aUMEQzUKI0K,FujzW8ejTb6,70212,22
TjPwm5FAwoE,2022Q2,dZrjKdqCi1w,FujzW8ejTb6,70212,25
TjPwm5FAwoE,2022Q2,FmAQ159jI3w,FujzW8ejTb6,70212,63
TjPwm5FAwoE,2022Q2,z8UkGdr2xNs,FujzW8ejTb6,70212,21
TjPwm5FAwoE,2022Q2,ZifoCg4OvIj,FujzW8ejTb6,70212,32
TjPwm5FAwoE,2022Q2,c6yCKEAemfr,FujzW8ejTb6,70212,2
TjPwm5FAwoE,2022Q2,jhngb8KdYU1,FujzW8ejTb6,70212,24
TjPwm5FAwoE,2022Q2,yYG52aLO1GK,FujzW8ejTb6,70212,11
TjPwm5FAwoE,2022Q2,t0KQQSZk9rF,FujzW8ejTb6,70212,8
TjPwm5FAwoE,2022Q2,ZrUjQFzR1gM,FujzW8ejTb6,70212,50
TjPwm5FAwoE,2022Q2,A0e3A15Lh1d,FujzW8ejTb6,70212,18
TjPwm5FAwoE,2022Q2,kKsL2QkNR4K,FujzW8ejTb6,70212,7
TjPwm5FAwoE,2022Q2,X6efCWparbb,FujzW8ejTb6,70212,12
TjPwm5FAwoE,2022Q2,NJKcpotvrAQ,FujzW8ejTb6,70212,14
TjPwm5FAwoE,2022Q2,gVZ58EQOH6K,FujzW8ejTb6,70212,78
TjPwm5FAwoE,2022Q2,RiIZqF2hfqY,FujzW8ejTb6,70212,15
TjPwm5FAwoE,2022Q2,KjMGcLd3XXd,FujzW8ejTb6,70212,136
TjPwm5FAwoE,2022Q2,DAcTRfO0CNG,FujzW8ejTb6,70212,22
TjPwm5FAwoE,2022Q2,XFEHZnnEGkT,FujzW8ejTb6,70212,60
TjPwm5FAwoE,2022Q2,vugElbQMtcL,FujzW8ejTb6,70212,112
TjPwm5FAwoE,2022Q2,tfEtbnUgkGv,FujzW8ejTb6,70212,21
TjPwm5FAwoE,2022Q2,PPb3XMcCAf3,FujzW8ejTb6,70212,38
TjPwm5FAwoE,2022Q2,ZWAdop7zYgJ,FujzW8ejTb6,70212,64
TjPwm5FAwoE,2022Q2,JnsP1SLvvsw,FujzW8ejTb6,70212,20
TjPwm5FAwoE,2022Q2,nYIBsKHueFr,FujzW8ejTb6,70212,18
TjPwm5FAwoE,2022Q2,TWJPFfCeHES,FujzW8ejTb6,70212,119
TjPwm5FAwoE,2022Q2,YBG39jGSV17,FujzW8ejTb6,70212,34
TjPwm5FAwoE,2022Q2,d3thFMLEOGr,FujzW8ejTb6,70212,50
TjPwm5FAwoE,2022Q2,bifefa8JnfN,FujzW8ejTb6,70212,53
TjPwm5FAwoE,2022Q2,awoAlwC06Go,FujzW8ejTb6,70212,140
TjPwm5FAwoE,2022Q2,e2cMNKCnHOw,FujzW8ejTb6,70212,29
TjPwm5FAwoE,2022Q2,xfxtwRZ7Ejp,FujzW8ejTb6,70212,19
TjPwm5FAwoE,2022Q2,i4KTQ0RGK3T,FujzW8ejTb6,70212,24
TjPwm5FAwoE,2022Q2,hFwwNnFm1B8,FujzW8ejTb6,70212,31
TjPwm5FAwoE,2022Q2,U6Mo4GsQKwT,FujzW8ejTb6,70212,94
TjPwm5FAwoE,2022Q2,webeuXrveDi,FujzW8ejTb6,70212,282
TjPwm5FAwoE,2022Q2,I2tQnsS7wn6,FujzW8ejTb6,70212,170
TjPwm5FAwoE,2022Q2,tNf8m963xKK,FujzW8ejTb6,70212,127
TjPwm5FAwoE,2022Q2,aoY0wrz6qBF,FujzW8ejTb6,70212,39
TjPwm5FAwoE,2022Q2,QxSfgx5QfT7,FujzW8ejTb6,70212,18
TjPwm5FAwoE,2022Q2,FdqK3U8rDRX,FujzW8ejTb6,70212,113
TjPwm5FAwoE,2022Q2,QTFJClMfP8c,FujzW8ejTb6,70212,24
TjPwm5FAwoE,2022Q2,V1MbBFGqwbB,FujzW8ejTb6,70212,49
TjPwm5FAwoE,2022Q2,KQYxmgQNUSD,FujzW8ejTb6,70212,32
TjPwm5FAwoE,2022Q2,ZKVzRmYkKzQ,FujzW8ejTb6,70212,135
TjPwm5FAwoE,2022Q2,lKLoN95Lufh,FujzW8ejTb6,70212,26
TjPwm5FAwoE,2022Q2,lYNYlzUvgos,FujzW8ejTb6,70212,29
TjPwm5FAwoE,2022Q2,vIB6Ofu2fJp,FujzW8ejTb6,70212,19
TjPwm5FAwoE,2022Q2,asg9aIblmr6,FujzW8ejTb6,70212,36
TjPwm5FAwoE,2022Q2,j7218NqxjYe,FujzW8ejTb6,70212,50
TjPwm5FAwoE,2022Q2,QvQ5bpVOJDj,FujzW8ejTb6,70212,58
TjPwm5FAwoE,2022Q2,nmdSUueCjti,FujzW8ejTb6,70212,196
TjPwm5FAwoE,2022Q2,elnT3rmS6qj,FujzW8ejTb6,70212,5
TjPwm5FAwoE,2022Q2,WQny6fFqvYX,FujzW8ejTb6,70212,20
TjPwm5FAwoE,2022Q2,kdUL3XxL1bF,FujzW8ejTb6,70212,52
TjPwm5FAwoE,2022Q2,JTNDUJAu3DA,FujzW8ejTb6,70212,36
TjPwm5FAwoE,2022Q2,MzafLLW5jpx,FujzW8ejTb6,70212,1
TjPwm5FAwoE,2022Q2,ME9FWjRMe4e,FujzW8ejTb6,70212,9
TjPwm5FAwoE,2022Q2,TJp862VOKlS,FujzW8ejTb6,70212,36
TjPwm5FAwoE,2022Q2,uUmAJIXkmsO,FujzW8ejTb6,70212,240
TjPwm5FAwoE,2022Q2,GTQqEhUUV1F,FujzW8ejTb6,70212,17
TjPwm5FAwoE,2022Q2,dSJcUkmJWvZ,FujzW8ejTb6,70212,16
TjPwm5FAwoE,2022Q2,I6v4GYaXpQC,FujzW8ejTb6,70212,29
TjPwm5FAwoE,2022Q2,hCuRPOStRLU,FujzW8ejTb6,70212,84
TjPwm5FAwoE,2022Q2,QtJyTjN5faU,FujzW8ejTb6,70212,37
TjPwm5FAwoE,2022Q2,UBe2SLdSmxV,FujzW8ejTb6,70212,155
TjPwm5FAwoE,2022Q2,KxEa3dXzAYv,FujzW8ejTb6,70212,63
TjPwm5FAwoE,2022Q2,QDkCAOGVng6,FujzW8ejTb6,70212,65
TjPwm5FAwoE,2022Q2,IJwB2CRmy7D,FujzW8ejTb6,70212,56
TjPwm5FAwoE,2022Q2,DfdvXXyNSoV,FujzW8ejTb6,70212,89
TjPwm5FAwoE,2022Q2,rlAmYWNUTnR,FujzW8ejTb6,70212,178
TjPwm5FAwoE,2022Q2,l7dBO27dhA6,FujzW8ejTb6,70212,134
TjPwm5FAwoE,2022Q2,xf9Q4yYDlq5,FujzW8ejTb6,70212,36
TjPwm5FAwoE,2022Q2,rnZaJL4iEBz,FujzW8ejTb6,70212,11
TjPwm5FAwoE,2022Q2,kny7mdXnSEx,FujzW8ejTb6,70212,13
TjPwm5FAwoE,2022Q2,RovRnV9RWFd,FujzW8ejTb6,70212,95
TjPwm5FAwoE,2022Q2,Kwts2m2rUUp,FujzW8ejTb6,70212,11
TjPwm5FAwoE,2022Q2,TM31sX4CThP,FujzW8ejTb6,70212,41
TjPwm5FAwoE,2022Q2,Ui58kwN6uQ0,FujzW8ejTb6,70212,4
TjPwm5FAwoE,2022Q2,SfB5NwJXaot,FujzW8ejTb6,70212,35
TjPwm5FAwoE,2022Q2,AEZgWxwdbd9,FujzW8ejTb6,70212,53
TjPwm5FAwoE,2022Q2,BRlA0HkkMGM,FujzW8ejTb6,70212,87
TjPwm5FAwoE,2022Q2,RxHTSbz8VN5,FujzW8ejTb6,70212,180
TjPwm5FAwoE,2022Q2,euFWewBZ5Xr,FujzW8ejTb6,70212,14
TjPwm5FAwoE,2022Q2,v4ZYs2QjOQO,FujzW8ejTb6,70212,16
TjPwm5FAwoE,2022Q2,wtV2TtEPCCZ,FujzW8ejTb6,70212,34
TjPwm5FAwoE,2022Q2,aoJNeHN9JFY,FujzW8ejTb6,70212,35
TjPwm5FAwoE,2022Q2,DhPZWGceA1Q,FujzW8ejTb6,70212,54
TjPwm5FAwoE,2022Q2,SufFhnSEIKA,FujzW8ejTb6,70212,25
TjPwm5FAwoE,2022Q2,GDCM1IWa7Zh,FujzW8ejTb6,70212,72
TjPwm5FAwoE,2022Q2,KujnNfVcY2N,FujzW8ejTb6,70212,19
TjPwm5FAwoE,2022Q2,dQk8ubXxXLX,FujzW8ejTb6,70212,7
TjPwm5FAwoE,2022Q2,d9VvJxm3TX0,FujzW8ejTb6,70212,38
TjPwm5FAwoE,2022Q2,EQs1z4T6WiJ,FujzW8ejTb6,70212,32
TjPwm5FAwoE,2022Q2,VqeMGiX9sMV,FujzW8ejTb6,70212,24
TjPwm5FAwoE,2022Q2,XvVmyn071HT,FujzW8ejTb6,70212,73
TjPwm5FAwoE,2022Q2,QCY2lUMpt7f,FujzW8ejTb6,70212,47
TjPwm5FAwoE,2022Q2,T6VbSgxjG4o,FujzW8ejTb6,70212,48
TjPwm5FAwoE,2022Q2,a1KCMV2VRpC,FujzW8ejTb6,70212,0
TjPwm5FAwoE,2022Q2,X7deWPhTiIy,zis92j8IxWw,70212,300
TjPwm5FAwoE,2022Q2,U8feQBluEhj,zis92j8IxWw,70212,1398
TjPwm5FAwoE,2022Q2,ccixNtjWLkf,zis92j8IxWw,70212,350
TjPwm5FAwoE,2022Q2,nvJQYEQIFFM,zis92j8IxWw,70212,582
TjPwm5FAwoE,2022Q2,YIxt0WtezdT,zis92j8IxWw,70212,4870
TjPwm5FAwoE,2022Q2,f0WCSs2fwvv,zis92j8IxWw,70212,1036
TjPwm5FAwoE,2022Q2,XLt8l1uPicg,zis92j8IxWw,70212,3770
TjPwm5FAwoE,2022Q2,DW7NajJs9ry,zis92j8IxWw,70212,2582
TjPwm5FAwoE,2022Q2,e9NQxtBNruk,zis92j8IxWw,70212,391
TjPwm5FAwoE,2022Q2,P91Rf8wCj7Z,zis92j8IxWw,70212,1969
TjPwm5FAwoE,2022Q2,DXrgpyCKD21,zis92j8IxWw,70212,475
TjPwm5FAwoE,2022Q2,zFzYdXMnPoP,zis92j8IxWw,70212,1259
TjPwm5FAwoE,2022Q2,cGvhZR5kDxQ,zis92j8IxWw,70212,655
TjPwm5FAwoE,2022Q2,dYIdx3HoWbL,zis92j8IxWw,70212,825
TjPwm5FAwoE,2022Q2,F42k81lXXMO,zis92j8IxWw,70212,3666
TjPwm5FAwoE,2022Q2,dRcaKumSx2h,zis92j8IxWw,70212,417
TjPwm5FAwoE,2022Q2,pthlRKVLgNp,zis92j8IxWw,70212,851
TjPwm5FAwoE,2022Q2,n5SZuEC3O1j,zis92j8IxWw,70212,313
TjPwm5FAwoE,2022Q2,qr4pPLTe6Ki,zis92j8IxWw,70212,325
TjPwm5FAwoE,2022Q2,DsuExtGvONG,zis92j8IxWw,70212,299
TjPwm5FAwoE,2022Q2,CpZyeEzz39h,zis92j8IxWw,70212,666
TjPwm5FAwoE,2022Q2,MAtmMxsNpeZ,zis92j8IxWw,70212,361
TjPwm5FAwoE,2022Q2,sAnH4cWV41G,zis92j8IxWw,70212,959
TjPwm5FAwoE,2022Q2,gsIY3JD3iHh,zis92j8IxWw,70212,611
TjPwm5FAwoE,2022Q2,t0V5NCdjdPi,zis92j8IxWw,70212,441
TjPwm5FAwoE,2022Q2,dSuHNzaRaSf,zis92j8IxWw,70212,227
TjPwm5FAwoE,2022Q2,dl9g8UYxk20,zis92j8IxWw,70212,266
TjPwm5FAwoE,2022Q2,Z6ZZLw50mAM,zis92j8IxWw,70212,381
TjPwm5FAwoE,2022Q2,Nv5WX50ktwr,zis92j8IxWw,70212,319
TjPwm5FAwoE,2022Q2,qiBueINJbti,zis92j8IxWw,70212,2881
TjPwm5FAwoE,2022Q2,wgqFTVU7Iky,zis92j8IxWw,70212,456
TjPwm5FAwoE,2022Q2,DVF2BNdSzV9,zis92j8IxWw,70212,431
TjPwm5FAwoE,2022Q2,VSHfWQyhzUu,zis92j8IxWw,70212,680
TjPwm5FAwoE,2022Q2,o3nzTkLC1Pl,zis92j8IxWw,70212,1570
TjPwm5FAwoE,2022Q2,KCPICjUZcE4,zis92j8IxWw,70212,1668
TjPwm5FAwoE,2022Q2,z8MwD6T43n2,zis92j8IxWw,70212,534
TjPwm5FAwoE,2022Q2,VsFXXXagVmp,zis92j8IxWw,70212,1783
TjPwm5FAwoE,2022Q2,yVFdJkYsLK5,zis92j8IxWw,70212,532
TjPwm5FAwoE,2022Q2,hWWRAoV26mI,zis92j8IxWw,70212,592
TjPwm5FAwoE,2022Q2,yIcfnuZhejK,zis92j8IxWw,70212,545
TjPwm5FAwoE,2022Q2,eSZjKIwHPYi,zis92j8IxWw,70212,1546
TjPwm5FAwoE,2022Q2,IRD5QXalHtJ,zis92j8IxWw,70212,318
TjPwm5FAwoE,2022Q2,srTptJGYtcK,zis92j8IxWw,70212,1916
TjPwm5FAwoE,2022Q2,admxsO3fTtq,zis92j8IxWw,70212,468
TjPwm5FAwoE,2022Q2,p9u7nMWHEgF,zis92j8IxWw,70212,238
TjPwm5FAwoE,2022Q2,pEAFBcOJIVF,zis92j8IxWw,70212,694
TjPwm5FAwoE,2022Q2,t3snPDHuVBW,zis92j8IxWw,70212,430
TjPwm5FAwoE,2022Q2,lUDMkJxSxHL,zis92j8IxWw,70212,415
TjPwm5FAwoE,2022Q2,oJNbeCd6bvb,zis92j8IxWw,70212,909
TjPwm5FAwoE,2022Q2,Uih0KGtvZeo,zis92j8IxWw,70212,811
TjPwm5FAwoE,2022Q2,aUMEQzUKI0K,zis92j8IxWw,70212,551
TjPwm5FAwoE,2022Q2,dZrjKdqCi1w,zis92j8IxWw,70212,468
TjPwm5FAwoE,2022Q2,FmAQ159jI3w,zis92j8IxWw,70212,1085
TjPwm5FAwoE,2022Q2,z8UkGdr2xNs,zis92j8IxWw,70212,353
TjPwm5FAwoE,2022Q2,ZifoCg4OvIj,zis92j8IxWw,70212,696
TjPwm5FAwoE,2022Q2,c6yCKEAemfr,zis92j8IxWw,70212,158
TjPwm5FAwoE,2022Q2,jhngb8KdYU1,zis92j8IxWw,70212,472
TjPwm5FAwoE,2022Q2,yYG52aLO1GK,zis92j8IxWw,70212,560
TjPwm5FAwoE,2022Q2,t0KQQSZk9rF,zis92j8IxWw,70212,203
TjPwm5FAwoE,2022Q2,ZrUjQFzR1gM,zis92j8IxWw,70212,1630
TjPwm5FAwoE,2022Q2,A0e3A15Lh1d,zis92j8IxWw,70212,281
TjPwm5FAwoE,2022Q2,kKsL2QkNR4K,zis92j8IxWw,70212,433
TjPwm5FAwoE,2022Q2,X6efCWparbb,zis92j8IxWw,70212,324
TjPwm5FAwoE,2022Q2,NJKcpotvrAQ,zis92j8IxWw,70212,389
TjPwm5FAwoE,2022Q2,gVZ58EQOH6K,zis92j8IxWw,70212,1546
TjPwm5FAwoE,2022Q2,RiIZqF2hfqY,zis92j8IxWw,70212,729
TjPwm5FAwoE,2022Q2,KjMGcLd3XXd,zis92j8IxWw,70212,3268
TjPwm5FAwoE,2022Q2,DAcTRfO0CNG,zis92j8IxWw,70212,460
TjPwm5FAwoE,2022Q2,XFEHZnnEGkT,zis92j8IxWw,70212,745
TjPwm5FAwoE,2022Q2,vugElbQMtcL,zis92j8IxWw,70212,2005
TjPwm5FAwoE,2022Q2,tfEtbnUgkGv,zis92j8IxWw,70212,286
TjPwm5FAwoE,2022Q2,PPb3XMcCAf3,zis92j8IxWw,70212,557
TjPwm5FAwoE,2022Q2,ZWAdop7zYgJ,zis92j8IxWw,70212,1583
TjPwm5FAwoE,2022Q2,JnsP1SLvvsw,zis92j8IxWw,70212,463
TjPwm5FAwoE,2022Q2,nYIBsKHueFr,zis92j8IxWw,70212,358
TjPwm5FAwoE,2022Q2,TWJPFfCeHES,zis92j8IxWw,70212,2311
TjPwm5FAwoE,2022Q2,YBG39jGSV17,zis92j8IxWw,70212,655
TjPwm5FAwoE,2022Q2,d3thFMLEOGr,zis92j8IxWw,70212,881
TjPwm5FAwoE,2022Q2,bifefa8JnfN,zis92j8IxWw,70212,1201
TjPwm5FAwoE,2022Q2,awoAlwC06Go,zis92j8IxWw,70212,2648
TjPwm5FAwoE,2022Q2,e2cMNKCnHOw,zis92j8IxWw,70212,530
TjPwm5FAwoE,2022Q2,xfxtwRZ7Ejp,zis92j8IxWw,70212,496
TjPwm5FAwoE,2022Q2,i4KTQ0RGK3T,zis92j8IxWw,70212,584
TjPwm5FAwoE,2022Q2,hFwwNnFm1B8,zis92j8IxWw,70212,926
TjPwm5FAwoE,2022Q2,U6Mo4GsQKwT,zis92j8IxWw,70212,3463
TjPwm5FAwoE,2022Q2,webeuXrveDi,zis92j8IxWw,70212,6837
TjPwm5FAwoE,2022Q2,I2tQnsS7wn6,zis92j8IxWw,70212,4791
TjPwm5FAwoE,2022Q2,tNf8m963xKK,zis92j8IxWw,70212,3716
TjPwm5FAwoE,2022Q2,aoY0wrz6qBF,zis92j8IxWw,70212,1013
TjPwm5FAwoE,2022Q2,QxSfgx5QfT7,zis92j8IxWw,70212,331
TjPwm5FAwoE,2022Q2,FdqK3U8rDRX,zis92j8IxWw,70212,1964
TjPwm5FAwoE,2022Q2,QTFJClMfP8c,zis92j8IxWw,70212,891
TjPwm5FAwoE,2022Q2,V1MbBFGqwbB,zis92j8IxWw,70212,236
TjPwm5FAwoE,2022Q2,KQYxmgQNUSD,zis92j8IxWw,70212,605
TjPwm5FAwoE,2022Q2,ZKVzRmYkKzQ,zis92j8IxWw,70212,5884
TjPwm5FAwoE,2022Q2,lKLoN95Lufh,zis92j8IxWw,70212,466
TjPwm5FAwoE,2022Q2,lYNYlzUvgos,zis92j8IxWw,70212,947
TjPwm5FAwoE,2022Q2,vIB6Ofu2fJp,zis92j8IxWw,70212,327
TjPwm5FAwoE,2022Q2,asg9aIblmr6,zis92j8IxWw,70212,658
TjPwm5FAwoE,2022Q2,j7218NqxjYe,zis92j8IxWw,70212,1193
TjPwm5FAwoE,2022Q2,QvQ5bpVOJDj,zis92j8IxWw,70212,1350
TjPwm5FAwoE,2022Q2,nmdSUueCjti,zis92j8IxWw,70212,3302
TjPwm5FAwoE,2022Q2,elnT3rmS6qj,zis92j8IxWw,70212,80
TjPwm5FAwoE,2022Q2,WQny6fFqvYX,zis92j8IxWw,70212,446
TjPwm5FAwoE,2022Q2,kdUL3XxL1bF,zis92j8IxWw,70212,1137
TjPwm5FAwoE,2022Q2,JTNDUJAu3DA,zis92j8IxWw,70212,566
TjPwm5FAwoE,2022Q2,MzafLLW5jpx,zis92j8IxWw,70212,110
TjPwm5FAwoE,2022Q2,ME9FWjRMe4e,zis92j8IxWw,70212,185
TjPwm5FAwoE,2022Q2,TJp862VOKlS,zis92j8IxWw,70212,548
TjPwm5FAwoE,2022Q2,uUmAJIXkmsO,zis92j8IxWw,70212,5136
TjPwm5FAwoE,2022Q2,GTQqEhUUV1F,zis92j8IxWw,70212,240
TjPwm5FAwoE,2022Q2,dSJcUkmJWvZ,zis92j8IxWw,70212,321
TjPwm5FAwoE,2022Q2,I6v4GYaXpQC,zis92j8IxWw,70212,682
TjPwm5FAwoE,2022Q2,hCuRPOStRLU,zis92j8IxWw,70212,2895
TjPwm5FAwoE,2022Q2,QtJyTjN5faU,zis92j8IxWw,70212,646
TjPwm5FAwoE,2022Q2,UBe2SLdSmxV,zis92j8IxWw,70212,4268
TjPwm5FAwoE,2022Q2,KxEa3dXzAYv,zis92j8IxWw,70212,1219
TjPwm5FAwoE,2022Q2,QDkCAOGVng6,zis92j8IxWw,70212,154
TjPwm5FAwoE,2022Q2,IJwB2CRmy7D,zis92j8IxWw,70212,1186
TjPwm5FAwoE,2022Q2,DfdvXXyNSoV,zis92j8IxWw,70212,1846
TjPwm5FAwoE,2022Q2,rlAmYWNUTnR,zis92j8IxWw,70212,5723
TjPwm5FAwoE,2022Q2,l7dBO27dhA6,zis92j8IxWw,70212,2781
TjPwm5FAwoE,2022Q2,xf9Q4yYDlq5,zis92j8IxWw,70212,838
TjPwm5FAwoE,2022Q2,rnZaJL4iEBz,zis92j8IxWw,70212,184
TjPwm5FAwoE,2022Q2,kny7mdXnSEx,zis92j8IxWw,70212,193
TjPwm5FAwoE,2022Q2,RovRnV9RWFd,zis92j8IxWw,70212,1799
TjPwm5FAwoE,2022Q2,Kwts2m2rUUp,zis92j8IxWw,70212,236
TjPwm5FAwoE,2022Q2,TM31sX4CThP,zis92j8IxWw,70212,889
TjPwm5FAwoE,2022Q2,Ui58kwN6uQ0,zis92j8IxWw,70212,157
TjPwm5FAwoE,2022Q2,SfB5NwJXaot,zis92j8IxWw,70212,720
TjPwm5FAwoE,2022Q2,AEZgWxwdbd9,zis92j8IxWw,70212,1421
TjPwm5FAwoE,2022Q2,BRlA0HkkMGM,zis92j8IxWw,70212,1744
TjPwm5FAwoE,2022Q2,RxHTSbz8VN5,zis92j8IxWw,70212,3067
TjPwm5FAwoE,2022Q2,euFWewBZ5Xr,zis92j8IxWw,70212,333
TjPwm5FAwoE,2022Q2,v4ZYs2QjOQO,zis92j8IxWw,70212,258
TjPwm5FAwoE,2022Q2,wtV2TtEPCCZ,zis92j8IxWw,70212,750
TjPwm5FAwoE,2022Q2,aoJNeHN9JFY,zis92j8IxWw,70212,358
TjPwm5FAwoE,2022Q2,DhPZWGceA1Q,zis92j8IxWw,70212,631
TjPwm5FAwoE,2022Q2,SufFhnSEIKA,zis92j8IxWw,70212,382
TjPwm5FAwoE,2022Q2,GDCM1IWa7Zh,zis92j8IxWw,70212,1170
TjPwm5FAwoE,2022Q2,KujnNfVcY2N,zis92j8IxWw,70212,369
TjPwm5FAwoE,2022Q2,dQk8ubXxXLX,zis92j8IxWw,70212,369
TjPwm5FAwoE,2022Q2,d9VvJxm3TX0,zis92j8IxWw,70212,564
TjPwm5FAwoE,2022Q2,EQs1z4T6WiJ,zis92j8IxWw,70212,805
TjPwm5FAwoE,2022Q2,VqeMGiX9sMV,zis92j8IxWw,70212,323
TjPwm5FAwoE,2022Q2,XvVmyn071HT,zis92j8IxWw,70212,1300
TjPwm5FAwoE,2022Q2,QCY2lUMpt7f,zis92j8IxWw,70212,978
TjPwm5FAwoE,2022Q2,T6VbSgxjG4o,zis92j8IxWw,70212,904
TjPwm5FAwoE,2022Q2,a1KCMV2VRpC,zis92j8IxWw,70212,1
TjPwm5FAwoE,2022Q2,X7deWPhTiIy,BI8xcqAAUG5,70212,0
TjPwm5FAwoE,2022Q2,U8feQBluEhj,BI8xcqAAUG5,70212,0
TjPwm5FAwoE,2022Q2,ccixNtjWLkf,BI8xcqAAUG5,70212,0
TjPwm5FAwoE,2022Q2,nvJQYEQIFFM,BI8xcqAAUG5,70212,0
TjPwm5FAwoE,2022Q2,YIxt0WtezdT,BI8xcqAAUG5,70212,7
TjPwm5FAwoE,2022Q2,f0WCSs2fwvv,BI8xcqAAUG5,70212,0
TjPwm5FAwoE,2022Q2,XLt8l1uPicg,BI8xcqAAUG5,70212,2
TjPwm5FAwoE,2022Q2,DW7NajJs9ry,BI8xcqAAUG5,70212,0
TjPwm5FAwoE,2022Q2,e9NQxtBNruk,BI8xcqAAUG5,70212,0
TjPwm5FAwoE,2022Q2,P91Rf8wCj7Z,BI8xcqAAUG5,70212,0
