dataelement,period,orgunit,categoryoptioncombo,attributeoptioncombo,value
TjPwm5FAwoE,2022Q2,dZrjKdqCi1w,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,FmAQ159jI3w,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,z8UkGdr2xNs,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,ZifoCg4OvIj,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,c6yCKEAemfr,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,jhngb8KdYU1,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,yYG52aLO1GK,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,t0KQQSZk9rF,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,ZrUjQFzR1gM,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,A0e3A15Lh1d,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,kKsL2QkNR4K,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,X6efCWparbb,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,NJKcpotvrAQ,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,gVZ58EQOH6K,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,RiIZqF2hfqY,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,KjMGcLd3XXd,mYjRxV1Tcpr,70212,172
TjPwm5FAwoE,2022Q2,DAcTRfO0CNG,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,XFEHZnnEGkT,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,vugElbQMtcL,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,tfEtbnUgkGv,mYjRxV1Tcpr,70212,2
TjPwm5FAwoE,2022Q2,PPb3XMcCAf3,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,ZWAdop7zYgJ,mYjRxV1Tcpr,70212,2
TjPwm5FAwoE,2022Q2,JnsP1SLvvsw,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,nYIBsKHueFr,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,TWJPFfCeHES,mYjRxV1Tcpr,70212,1
TjPwm5FAwoE,2022Q2,YBG39jGSV17,mYjRxV1Tcpr,70212,3
TjPwm5FAwoE,2022Q2,d3thFMLEOGr,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,bifefa8JnfN,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,awoAlwC06Go,mYjRxV1Tcpr,70212,238
TjPwm5FAwoE,2022Q2,e2cMNKCnHOw,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,xfxtwRZ7Ejp,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,i4KTQ0RGK3T,mYjRxV1Tcpr,70212,2
TjPwm5FAwoE,2022Q2,hFwwNnFm1B8,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,U6Mo4GsQKwT,mYjRxV1Tcpr,70212,1
TjPwm5FAwoE,2022Q2,webeuXrveDi,mYjRxV1Tcpr,70212,220
TjPwm5FAwoE,2022Q2,I2tQnsS7wn6,mYjRxV1Tcpr,70212,191
TjPwm5FAwoE,2022Q2,tNf8m963xKK,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,aoY0wrz6qBF,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,QxSfgx5QfT7,mYjRxV1Tcpr,70212,1
TjPwm5FAwoE,2022Q2,FdqK3U8rDRX,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,QTFJClMfP8c,mYjRxV1Tcpr,70212,1
TjPwm5FAwoE,2022Q2,V1MbBFGqwbB,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,KQYxmgQNUSD,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,ZKVzRmYkKzQ,mYjRxV1Tcpr,70212,480
TjPwm5FAwoE,2022Q2,lKLoN95Lufh,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,lYNYlzUvgos,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,vIB6Ofu2fJp,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,asg9aIblmr6,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,j7218NqxjYe,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,QvQ5bpVOJDj,mYjRxV1Tcpr,70212,2
TjPwm5FAwoE,2022Q2,nmdSUueCjti,mYjRxV1Tcpr,70212,31
TjPwm5FAwoE,2022Q2,elnT3rmS6qj,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,WQny6fFqvYX,mYjRxV1Tcpr,70212,1
TjPwm5FAwoE,2022Q2,kdUL3XxL1bF,mYjRxV1Tcpr,70212,51
TjPwm5FAwoE,2022Q2,JTNDUJAu3DA,mYjRxV1Tcpr,70212,120
TjPwm5FAwoE,2022Q2,MzafLLW5jpx,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,ME9FWjRMe4e,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,TJp862VOKlS,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,uUmAJIXkmsO,mYjRxV1Tcpr,70212,15
TjPwm5FAwoE,2022Q2,GTQqEhUUV1F,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,dSJcUkmJWvZ,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,I6v4GYaXpQC,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,hCuRPOStRLU,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,QtJyTjN5faU,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,UBe2SLdSmxV,mYjRxV1Tcpr,70212,125
TjPwm5FAwoE,2022Q2,KxEa3dXzAYv,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,QDkCAOGVng6,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,IJwB2CRmy7D,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,DfdvXXyNSoV,mYjRxV1Tcpr,70212,201
TjPwm5FAwoE,2022Q2,rlAmYWNUTnR,mYjRxV1Tcpr,70212,420
TjPwm5FAwoE,2022Q2,l7dBO27dhA6,mYjRxV1Tcpr,70212,412
TjPwm5FAwoE,2022Q2,xf9Q4yYDlq5,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,rnZaJL4iEBz,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,kny7mdXnSEx,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,RovRnV9RWFd,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,Kwts2m2rUUp,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,TM31sX4CThP,mYjRxV1Tcpr,70212,42
TjPwm5FAwoE,2022Q2,Ui58kwN6uQ0,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,SfB5NwJXaot,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,AEZgWxwdbd9,mYjRxV1Tcpr,70212,51
TjPwm5FAwoE,2022Q2,BRlA0HkkMGM,mYjRxV1Tcpr,70212,91
TjPwm5FAwoE,2022Q2,RxHTSbz8VN5,mYjRxV1Tcpr,70212,87
TjPwm5FAwoE,2022Q2,euFWewBZ5Xr,mYjRxV1Tcpr,70212,1
TjPwm5FAwoE,2022Q2,v4ZYs2QjOQO,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,wtV2TtEPCCZ,mYjRxV1Tcpr,70212,2
TjPwm5FAwoE,2022Q2,aoJNeHN9JFY,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,DhPZWGceA1Q,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,SufFhnSEIKA,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,GDCM1IWa7Zh,mYjRxV1Tcpr,70212,96
TjPwm5FAwoE,2022Q2,KujnNfVcY2N,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,dQk8ubXxXLX,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,d9VvJxm3TX0,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,EQs1z4T6WiJ,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,VqeMGiX9sMV,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,XvVmyn071HT,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,QCY2lUMpt7f,mYjRxV1Tcpr,70212,0
TjPwm5FAwoE,2022Q2,T6VbSgxjG4o,mYjRxV1Tcpr,70212,2
TjPwm5FAwoE,2022Q2,a1KCMV2VRpC,mYjRxV1Tcpr,70212,1
TjPwm5FAwoE,2022Q2,X7deWPhTiIy,KBabS6dmzeX,70212,9
TjPwm5FAwoE,2022Q2,U8feQBluEhj,KBabS6dmzeX,70212,26
TjPwm5FAwoE,2022Q2,ccixNtjWLkf,KBabS6dmzeX,70212,2
TjPwm5FAwoE,2022Q2,nvJQYEQIFFM,KBabS6dmzeX,70212,1
TjPwm5FAwoE,2022Q2,YIxt0WtezdT,KBabS6dmzeX,70212,39
TjPwm5FAwoE,2022Q2,f0WCSs2fwvv,KBabS6dmzeX,70212,5
TjPwm5FAwoE,2022Q2,XLt8l1uPicg,KBabS6dmzeX,70212,33
TjPwm5FAwoE,2022Q2,DW7NajJs9ry,KBabS6dmzeX,70212,28
TjPwm5FAwoE,2022Q2,e9NQxtBNruk,KBabS6dmzeX,70212,4
TjPwm5FAwoE,2022Q2,P91Rf8wCj7Z,KBabS6dmzeX,70212,19
TjPwm5FAwoE,2022Q2,DXrgpyCKD21,KBabS6dmzeX,70212,8
TjPwm5FAwoE,2022Q2,zFzYdXMnPoP,KBabS6dmzeX,70212,5
TjPwm5FAwoE,2022Q2,cGvhZR5kDxQ,KBabS6dmzeX,70212,5
TjPwm5FAwoE,2022Q2,dYIdx3HoWbL,KBabS6dmzeX,70212,4
TjPwm5FAwoE,2022Q2,F42k81lXXMO,KBabS6dmzeX,70212,12
TjPwm5FAwoE,2022Q2,dRcaKumSx2h,KBabS6dmzeX,70212,0
TjPwm5FAwoE,2022Q2,pthlRKVLgNp,KBabS6dmzeX,70212,1
TjPwm5FAwoE,2022Q2,n5SZuEC3O1j,KBabS6dmzeX,70212,19
TjPwm5FAwoE,2022Q2,qr4pPLTe6Ki,KBabS6dmzeX,70212,0
TjPwm5FAwoE,2022Q2,DsuExtGvONG,KBabS6dmzeX,70212,3
TjPwm5FAwoE,2022Q2,CpZyeEzz39h,KBabS6dmzeX,70212,2
TjPwm5FAwoE,2022Q2,MAtmMxsNpeZ,KBabS6dmzeX,70212,1
TjPwm5FAwoE,2022Q2,sAnH4cWV41G,KBabS6dmzeX,70212,5
TjPwm5FAwoE,2022Q2,gsIY3JD3iHh,KBabS6dmzeX,70212,4
TjPwm5FAwoE,2022Q2,t0V5NCdjdPi,KBabS6dmzeX,70212,5
TjPwm5FAwoE,2022Q2,dSuHNzaRaSf,KBabS6dmzeX,70212,6
TjPwm5FAwoE,2022Q2,dl9g8UYxk20,KBabS6dmzeX,70212,0
TjPwm5FAwoE,2022Q2,Z6ZZLw50mAM,KBabS6dmzeX,70212,2
TjPwm5FAwoE,2022Q2,Nv5WX50ktwr,KBabS6dmzeX,70212,2
TjPwm5FAwoE,2022Q2,qiBueINJbti,KBabS6dmzeX,70212,14
TjPwm5FAwoE,2022Q2,wgqFTVU7Iky,KBabS6dmzeX,70212,0
TjPwm5FAwoE,2022Q2,DVF2BNdSzV9,KBabS6dmzeX,70212,0
TjPwm5FAwoE,2022Q2,VSHfWQyhzUu,KBabS6dmzeX,70212,2
TjPwm5FAwoE,2022Q2,o3nzTkLC1Pl,KBabS6dmzeX,70212,15
TjPwm5FAwoE,2022Q2,KCPICjUZcE4,KBabS6dmzeX,70212,22
TjPwm5FAwoE,2022Q2,z8MwD6T43n2,KBabS6dmzeX,70212,20
TjPwm5FAwoE,2022Q2,VsFXXXagVmp,KBabS6dmzeX,70212,10
TjPwm5FAwoE,2022Q2,yVFdJkYsLK5,KBabS6dmzeX,70212,1
TjPwm5FAwoE,2022Q2,hWWRAoV26mI,KBabS6dmzeX,70212,16
TjPwm5FAwoE,2022Q2,yIcfnuZhejK,KBabS6dmzeX,70212,1
TjPwm5FAwoE,2022Q2,eSZjKIwHPYi,KBabS6dmzeX,70212,12
TjPwm5FAwoE,2022Q2,IRD5QXalHtJ,KBabS6dmzeX,70212,2
TjPwm5FAwoE,2022Q2,srTptJGYtcK,KBabS6dmzeX,70212,13
TjPwm5FAwoE,2022Q2,admxsO3fTtq,KBabS6dmzeX,70212,6
TjPwm5FAwoE,2022Q2,p9u7nMWHEgF,KBabS6dmzeX,70212,2
TjPwm5FAwoE,2022Q2,pEAFBcOJIVF,KBabS6dmzeX,70212,17
TjPwm5FAwoE,2022Q2,t3snPDHuVBW,KBabS6dmzeX,70212,6
TjPwm5FAwoE,2022Q2,lUDMkJxSxHL,KBabS6dmzeX,70212,0
TjPwm5FAwoE,2022Q2,oJNbeCd6bvb,KBabS6dmzeX,70212,8
TjPwm5FAwoE,2022Q2,Uih0KGtvZeo,KBabS6dmzeX,70212,13
TjPwm5FAwoE,2022Q2,aUMEQzUKI0K,KBabS6dmzeX,70212,2
TjPwm5FAwoE,2022Q2,dZrjKdqCi1w,KBabS6dmzeX,70212,13
TjPwm5FAwoE,2022Q2,FmAQ159jI3w,KBabS6dmzeX,70212,25
TjPwm5FAwoE,2022Q2,z8UkGdr2xNs,KBabS6dmzeX,70212,3
TjPwm5FAwoE,2022Q2,ZifoCg4OvIj,KBabS6dmzeX,70212,14
TjPwm5FAwoE,2022Q2,c6yCKEAemfr,KBabS6dmzeX,70212,13
TjPwm5FAwoE,2022Q2,jhngb8KdYU1,KBabS6dmzeX,70212,5
TjPwm5FAwoE,2022Q2,yYG52aLO1GK,KBabS6dmzeX,70212,0
TjPwm5FAwoE,2022Q2,t0KQQSZk9rF,KBabS6dmzeX,70212,3
TjPwm5FAwoE,2022Q2,ZrUjQFzR1gM,KBabS6dmzeX,70212,10
TjPwm5FAwoE,2022Q2,A0e3A15Lh1d,KBabS6dmzeX,70212,0
TjPwm5FAwoE,2022Q2,kKsL2QkNR4K,KBabS6dmzeX,70212,9
TjPwm5FAwoE,2022Q2,X6efCWparbb,KBabS6dmzeX,70212,2
TjPwm5FAwoE,2022Q2,NJKcpotvrAQ,KBabS6dmzeX,70212,3
TjPwm5FAwoE,2022Q2,gVZ58EQOH6K,KBabS6dmzeX,70212,12
TjPwm5FAwoE,2022Q2,RiIZqF2hfqY,KBabS6dmzeX,70212,20
TjPwm5FAwoE,2022Q2,KjMGcLd3XXd,KBabS6dmzeX,70212,36
TjPwm5FAwoE,2022Q2,DAcTRfO0CNG,KBabS6dmzeX,70212,0
TjPwm5FAwoE,2022Q2,XFEHZnnEGkT,KBabS6dmzeX,70212,31
TjPwm5FAwoE,2022Q2,vugElbQMtcL,KBabS6dmzeX,70212,32
TjPwm5FAwoE,2022Q2,tfEtbnUgkGv,KBabS6dmzeX,70212,5
TjPwm5FAwoE,2022Q2,PPb3XMcCAf3,KBabS6dmzeX,70212,1
TjPwm5FAwoE,2022Q2,ZWAdop7zYgJ,KBabS6dmzeX,70212,12
TjPwm5FAwoE,2022Q2,JnsP1SLvvsw,KBabS6dmzeX,70212,6
TjPwm5FAwoE,2022Q2,nYIBsKHueFr,KBabS6dmzeX,70212,1
TjPwm5FAwoE,2022Q2,TWJPFfCeHES,KBabS6dmzeX,70212,5
TjPwm5FAwoE,2022Q2,YBG39jGSV17,KBabS6dmzeX,70212,3
TjPwm5FAwoE,2022Q2,d3thFMLEOGr,KBabS6dmzeX,70212,27
TjPwm5FAwoE,2022Q2,bifefa8JnfN,KBabS6dmzeX,70212,7
TjPwm5FAwoE,2022Q2,awoAlwC06Go,KBabS6dmzeX,70212,12
TjPwm5FAwoE,2022Q2,e2cMNKCnHOw,KBabS6dmzeX,70212,4
TjPwm5FAwoE,2022Q2,xfxtwRZ7Ejp,KBabS6dmzeX,70212,5
TjPwm5FAwoE,2022Q2,i4KTQ0RGK3T,KBabS6dmzeX,70212,4
TjPwm5FAwoE,2022Q2,hFwwNnFm1B8,KBabS6dmzeX,70212,22
TjPwm5FAwoE,2022Q2,U6Mo4GsQKwT,KBabS6dmzeX,70212,63
TjPwm5FAwoE,2022Q2,webeuXrveDi,KBabS6dmzeX,70212,54
TjPwm5FAwoE,2022Q2,I2tQnsS7wn6,KBabS6dmzeX,70212,18
TjPwm5FAwoE,2022Q2,tNf8m963xKK,KBabS6dmzeX,70212,11
TjPwm5FAwoE,2022Q2,aoY0wrz6qBF,KBabS6dmzeX,70212,9
TjPwm5FAwoE,2022Q2,QxSfgx5QfT7,KBabS6dmzeX,70212,6
TjPwm5FAwoE,2022Q2,FdqK3U8rDRX,KBabS6dmzeX,70212,21
TjPwm5FAwoE,2022Q2,QTFJClMfP8c,KBabS6dmzeX,70212,2
TjPwm5FAwoE,2022Q2,V1MbBFGqwbB,KBabS6dmzeX,70212,66
TjPwm5FAwoE,2022Q2,KQYxmgQNUSD,KBabS6dmzeX,70212,1
TjPwm5FAwoE,2022Q2,ZKVzRmYkKzQ,KBabS6dmzeX,70212,68
TjPwm5FAwoE,2022Q2,lKLoN95Lufh,KBabS6dmzeX,70212,1
TjPwm5FAwoE,2022Q2,lYNYlzUvgos,KBabS6dmzeX,70212,6
TjPwm5FAwoE,2022Q2,vIB6Ofu2fJp,KBabS6dmzeX,70212,11
TjPwm5FAwoE,2022Q2,asg9aIblmr6,KBabS6dmzeX,70212,11
TjPwm5FAwoE,2022Q2,j7218NqxjYe,KBabS6dmzeX,70212,6
TjPwm5FAwoE,2022Q2,QvQ5bpVOJDj,KBabS6dmzeX,70212,26
TjPwm5FAwoE,2022Q2,nmdSUueCjti,KBabS6dmzeX,70212,9
TjPwm5FAwoE,2022Q2,elnT3rmS6qj,KBabS6dmzeX,70212,6
TjPwm5FAwoE,2022Q2,WQny6fFqvYX,KBabS6dmzeX,70212,8
TjPwm5FAwoE,2022Q2,kdUL3XxL1bF,KBabS6dmzeX,70212,41
TjPwm5FAwoE,2022Q2,JTNDUJAu3DA,KBabS6dmzeX,70212,14
TjPwm5FAwoE,2022Q2,MzafLLW5jpx,KBabS6dmzeX,70212,5
TjPwm5FAwoE,2022Q2,ME9FWjRMe4e,KBabS6dmzeX,70212,8
TjPwm5FAwoE,2022Q2,TJp862VOKlS,KBabS6dmzeX,70212,10
TjPwm5FAwoE,2022Q2,uUmAJIXkmsO,KBabS6dmzeX,70212,34
TjPwm5FAwoE,2022Q2,GTQqEhUUV1F,KBabS6dmzeX,70212,1
TjPwm5FAwoE,2022Q2,dSJcUkmJWvZ,KBabS6dmzeX,70212,2
TjPwm5FAwoE,2022Q2,I6v4GYaXpQC,KBabS6dmzeX,70212,14
TjPwm5FAwoE,2022Q2,hCuRPOStRLU,KBabS6dmzeX,70212,44
TjPwm5FAwoE,2022Q2,QtJyTjN5faU,KBabS6dmzeX,70212,19
TjPwm5FAwoE,2022Q2,UBe2SLdSmxV,KBabS6dmzeX,70212,22
TjPwm5FAwoE,2022Q2,KxEa3dXzAYv,KBabS6dmzeX,70212,26
TjPwm5FAwoE,2022Q2,QDkCAOGVng6,KBabS6dmzeX,70212,36
TjPwm5FAwoE,2022Q2,IJwB2CRmy7D,KBabS6dmzeX,70212,16
TjPwm5FAwoE,2022Q2,DfdvXXyNSoV,KBabS6dmzeX,70212,44
TjPwm5FAwoE,2022Q2,rlAmYWNUTnR,KBabS6dmzeX,70212,43
TjPwm5FAwoE,2022Q2,l7dBO27dhA6,KBabS6dmzeX,70212,22
TjPwm5FAwoE,2022Q2,xf9Q4yYDlq5,KBabS6dmzeX,70212,11
TjPwm5FAwoE,2022Q2,rnZaJL4iEBz,KBabS6dmzeX,70212,3
TjPwm5FAwoE,2022Q2,kny7mdXnSEx,KBabS6dmzeX,70212,2
TjPwm5FAwoE,2022Q2,RovRnV9RWFd,KBabS6dmzeX,70212,10
TjPwm5FAwoE,2022Q2,Kwts2m2rUUp,KBabS6dmzeX,70212,13
TjPwm5FAwoE,2022Q2,TM31sX4CThP,KBabS6dmzeX,70212,21
TjPwm5FAwoE,2022Q2,Ui58kwN6uQ0,KBabS6dmzeX,70212,9
TjPwm5FAwoE,2022Q2,SfB5NwJXaot,KBabS6dmzeX,70212,15
TjPwm5FAwoE,2022Q2,AEZgWxwdbd9,KBabS6dmzeX,70212,27
TjPwm5FAwoE,2022Q2,BRlA0HkkMGM,KBabS6dmzeX,70212,30
TjPwm5FAwoE,2022Q2,RxHTSbz8VN5,KBabS6dmzeX,70212,13
TjPwm5FAwoE,2022Q2,euFWewBZ5Xr,KBabS6dmzeX,70212,4
TjPwm5FAwoE,2022Q2,v4ZYs2QjOQO,KBabS6dmzeX,70212,4
TjPwm5FAwoE,2022Q2,wtV2TtEPCCZ,KBabS6dmzeX,70212,41
TjPwm5FAwoE,2022Q2,aoJNeHN9JFY,KBabS6dmzeX,70212,15
TjPwm5FAwoE,2022Q2,DhPZWGceA1Q,KBabS6dmzeX,70212,4
TjPwm5FAwoE,2022Q2,SufFhnSEIKA,KBabS6dmzeX,70212,6
TjPwm5FAwoE,2022Q2,GDCM1IWa7Zh,KBabS6dmzeX,70212,15
TjPwm5FAwoE,2022Q2,KujnNfVcY2N,KBabS6dmzeX,70212,4
TjPwm5FAwoE,2022Q2,dQk8ubXxXLX,KBabS6dmzeX,70212,16
TjPwm5FAwoE,2022Q2,d9VvJxm3TX0,KBabS6dmzeX,70212,2
TjPwm5FAwoE,2022Q2,EQs1z4T6WiJ,KBabS6dmzeX,70212,21
TjPwm5FAwoE,2022Q2,VqeMGiX9sMV,KBabS6dmzeX,70212,8
TjPwm5FAwoE,2022Q2,XvVmyn071HT,KBabS6dmzeX,70212,11
TjPwm5FAwoE,2022Q2,QCY2lUMpt7f,KBabS6dmzeX,70212,5
TjPwm5FAwoE,2022Q2,T6VbSgxjG4o,KBabS6dmzeX,70212,17
TjPwm5FAwoE,2022Q2,a1KCMV2VRpC,KBabS6dmzeX,70212,1
TjPwm5FAwoE,2022Q2,X7deWPhTiIy,lPz9wTFy34l,70212,27
TjPwm5FAwoE,2022Q2,U8feQBluEhj,lPz9wTFy34l,70212,146
TjPwm5FAwoE,2022Q2,ccixNtjWLkf,lPz9wTFy34l,70212,68
TjPwm5FAwoE,2022Q2,nvJQYEQIFFM,lPz9wTFy34l,70212,56
TjPwm5FAwoE,2022Q2,YIxt0WtezdT,lPz9wTFy34l,70212,411
TjPwm5FAwoE,2022Q2,f0WCSs2fwvv,lPz9wTFy34l,70212,126
TjPwm5FAwoE,2022Q2,XLt8l1uPicg,lPz9wTFy34l,70212,284
TjPwm5FAwoE,2022Q2,DW7NajJs9ry,lPz9wTFy34l,70212,240
TjPwm5FAwoE,2022Q2,e9NQxtBNruk,lPz9wTFy34l,70212,20
TjPwm5FAwoE,2022Q2,P91Rf8wCj7Z,lPz9wTFy34l,70212,208
TjPwm5FAwoE,2022Q2,DXrgpyCKD21,lPz9wTFy34l,70212,58
TjPwm5FAwoE,2022Q2,zFzYdXMnPoP,lPz9wTFy34l,70212,101
TjPwm5FAwoE,2022Q2,cGvhZR5kDxQ,lPz9wTFy34l,70212,30
TjPwm5FAwoE,2022Q2,dYIdx3HoWbL,lPz9wTFy34l,70212,105
TjPwm5FAwoE,2022Q2,F42k81lXXMO,lPz9wTFy34l,70212,118
TjPwm5FAwoE,2022Q2,dRcaKumSx2h,lPz9wTFy34l,70212,37
TjPwm5FAwoE,2022Q2,pthlRKVLgNp,lPz9wTFy34l,70212,27
TjPwm5FAwoE,2022Q2,n5SZuEC3O1j,lPz9wTFy34l,70212,63
TjPwm5FAwoE,2022Q2,qr4pPLTe6Ki,lPz9wTFy34l,70212,12
TjPwm5FAwoE,2022Q2,DsuExtGvONG,lPz9wTFy34l,70212,17
TjPwm5FAwoE,2022Q2,CpZyeEzz39h,lPz9wTFy34l,70212,36
TjPwm5FAwoE,2022Q2,MAtmMxsNpeZ,lPz9wTFy34l,70212,57
TjPwm5FAwoE,2022Q2,sAnH4cWV41G,lPz9wTFy34l,70212,114
TjPwm5FAwoE,2022Q2,gsIY3JD3iHh,lPz9wTFy34l,70212,92
TjPwm5FAwoE,2022Q2,t0V5NCdjdPi,lPz9wTFy34l,70212,70
TjPwm5FAwoE,2022Q2,dSuHNzaRaSf,lPz9wTFy34l,70212,32
TjPwm5FAwoE,2022Q2,dl9g8UYxk20,lPz9wTFy34l,70212,12
TjPwm5FAwoE,2022Q2,Z6ZZLw50mAM,lPz9wTFy34l,70212,28
TjPwm5FAwoE,2022Q2,Nv5WX50ktwr,lPz9wTFy34l,70212,25
TjPwm5FAwoE,2022Q2,qiBueINJbti,lPz9wTFy34l,70212,129
TjPwm5FAwoE,2022Q2,wgqFTVU7Iky,lPz9wTFy34l,70212,13
TjPwm5FAwoE,2022Q2,DVF2BNdSzV9,lPz9wTFy34l,70212,20
TjPwm5FAwoE,2022Q2,VSHfWQyhzUu,lPz9wTFy34l,70212,25
TjPwm5FAwoE,2022Q2,o3nzTkLC1Pl,lPz9wTFy34l,70212,125
TjPwm5FAwoE,2022Q2,KCPICjUZcE4,lPz9wTFy34l,70212,137
TjPwm5FAwoE,2022Q2,z8MwD6T43n2,lPz9wTFy34l,70212,37
TjPwm5FAwoE,2022Q2,VsFXXXagVmp,lPz9wTFy34l,70212,80
TjPwm5FAwoE,2022Q2,yVFdJkYsLK5,lPz9wTFy34l,70212,57
TjPwm5FAwoE,2022Q2,hWWRAoV26mI,lPz9wTFy34l,70212,70
TjPwm5FAwoE,2022Q2,yIcfnuZhejK,lPz9wTFy34l,70212,13
TjPwm5FAwoE,2022Q2,eSZjKIwHPYi,lPz9wTFy34l,70212,107
TjPwm5FAwoE,2022Q2,IRD5QXalHtJ,lPz9wTFy34l,70212,10
TjPwm5FAwoE,2022Q2,srTptJGYtcK,lPz9wTFy34l,70212,59
TjPwm5FAwoE,2022Q2,admxsO3fTtq,lPz9wTFy34l,70212,18
TjPwm5FAwoE,2022Q2,p9u7nMWHEgF,lPz9wTFy34l,70212,9
TjPwm5FAwoE,2022Q2,pEAFBcOJIVF,lPz9wTFy34l,70212,43
TjPwm5FAwoE,2022Q2,t3snPDHuVBW,lPz9wTFy34l,70212,25
TjPwm5FAwoE,2022Q2,lUDMkJxSxHL,lPz9wTFy34l,70212,32
TjPwm5FAwoE,2022Q2,oJNbeCd6bvb,lPz9wTFy34l,70212,79
TjPwm5FAwoE,2022Q2,Uih0KGtvZeo,lPz9wTFy34l,70212,53
TjPwm5FAwoE,2022Q2,aUMEQzUKI0K,lPz9wTFy34l,70212,31
TjPwm5FAwoE,2022Q2,dZrjKdqCi1w,lPz9wTFy34l,70212,44
TjPwm5FAwoE,2022Q2,FmAQ159jI3w,lPz9wTFy34l,70212,305
TjPwm5FAwoE,2022Q2,z8UkGdr2xNs,lPz9wTFy34l,70212,30
