Keycode,orgunitlevel2,orgunitlevel3,dhis_organisationunitid,dhis_organisationunitname,datim_organisationunitid,datim_organisationunitname,period,"TX_RTT_N_Age_Sex_HIVStatus | <1, Male, Positive","TX_RTT_N_Age_Sex_HIVStatus | 1-4, Male, Positive","TX_RTT_N_Age_Sex_HIVStatus | 5-9, Male, Positive","TX_RTT_N_Age_Sex_HIVStatus | 10-14, Male, Positive","TX_RTT_N_Age_Sex_HIVStatus | 15-19, Male, Positive","TX_RTT_N_Age_Sex_HIVStatus | 20-24, Male, Positive","TX_RTT_N_Age_Sex_HIVStatus | 25-29, Male, Positive","TX_RTT_N_Age_Sex_HIVStatus | 30-34, Male, Positive","TX_RTT_N_Age_Sex_HIVStatus | 35-39, Male, Positive","TX_RTT_N_Age_Sex_HIVStatus | 40-44, Male, Positive","TX_RTT_N_Age_Sex_HIVStatus | 45-49, Male, Positive","TX_RTT_N_Age_Sex_HIVStatus | 50+, Male, Positive","TX_RTT_N_Age_Sex_HIVStatus | 50-54, Male, Positive","TX_RTT_N_Age_Sex_HIVStatus | 55-59, Male, Positive","TX_RTT_N_Age_Sex_HIVStatus | 60-64, Male, Positive","TX_RTT_N_Age_Sex_HIVStatus | 65+, Male, Positive","TX_RTT_N_Age_Sex_HIVStatus | Unknown Age, Male, Positive","TX_RTT_N_Age_Sex_HIVStatus | <1, Female, Positive","TX_RTT_N_Age_Sex_HIVStatus | 1-4, Female, Positive","TX_RTT_N_Age_Sex_HIVStatus | 5-9, Female, Positive","TX_RTT_N_Age_Sex_HIVStatus | 10-14, Female, Positive","TX_RTT_N_Age_Sex_HIVStatus | 15-19, Female, Positive","TX_RTT_N_Age_Sex_HIVStatus | 20-24, Female, Positive","TX_RTT_N_Age_Sex_HIVStatus | 25-29, Female, Positive","TX_RTT_N_Age_Sex_HIVStatus | 30-34, Female, Positive","TX_RTT_N_Age_Sex_HIVStatus | 35-39, Female, Positive","TX_RTT_N_Age_Sex_HIVStatus | 40-44, Female, Positive","TX_RTT_N_Age_Sex_HIVStatus | 45-49, Female, Positive","TX_RTT_N_Age_Sex_HIVStatus | 50+, Female, Positive","TX_RTT_N_Age_Sex_HIVStatus | 50-54, Female, Positive","TX_RTT_N_Age_Sex_HIVStatus | 55-59, Female, Positive","TX_RTT_N_Age_Sex_HIVStatus | 60-64, Female, Positive","TX_RTT_N_Age_Sex_HIVStatus | 65+, Female, Positive","TX_RTT_N_Age_Sex_HIVStatus | Unknown Age, Female, Positive","TX_RTT_N_ARTNoContactReasonIIT_HIVStatus | IIT(<3 Months Interruption), Positive","TX_RTT_N_ARTNoContactReasonIIT_HIVStatus | IIT(3-5 Months Interruption), Positive","TX_RTT_N_ARTNoContactReasonIIT_HIVStatus | IIT(<6+ Months Interruption), Positive","TX_RTT_N_KeyPop_HIVStatus | PWID, Positive","TX_RTT_N_KeyPop_HIVStatus | MSM, Positive","TX_RTT_N_KeyPop_HIVStatus | FSW, Positive","TX_RTT_N_KeyPop_HIVStatus | People in prisons and other enclosed settings, Positive"
200561,Manica,Machaze,wXsyilYI7PO,CS Chipopopo,jhngb8KdYU1,Chipopopo CS,2023Q1,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,3,0,0,0,0
200566,Manica,Mossurize,pdtUKo1EQzR,CS Dacata,yYG52aLO1GK,Dacata CS,2023Q1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,,0,0,1,0,0,0,1,5,0,0,0,0
200567,Manica,Mossurize,B0ndNKYIIDd,CS Mude,t0KQQSZk9rF,Mude CS,2023Q1,0,0,0,1,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,,0,0,0,0,0,3,0,3,0,0,0,0
200939,Manica,Mossurize,A4fQVrJD7Zd,HD Espungabera,ZrUjQFzR1gM,Espungabera CS,2023Q1,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,1,2,0,0,0,0
201645,Manica,Mossurize,OFV5FvycnU2,CS Garagua,A0e3A15Lh1d,Garagua CS,2023Q1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0
200032,Manica,Mossurize,GY2vnTIADh1,CS Chaiva,kKsL2QkNR4K,Chaiva CS,2023Q1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
200513,Manica,Mossurize,djm9ORhcU3X,CS Gunhe,X6efCWparbb,Gunhe CS,2023Q1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,1,0,0,0,0
200529,Manica,Mossurize,U7iWzT5xo5X,CS Mupengo,NJKcpotvrAQ,Mupengo CS,2023Q1,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,,0,0,0,0,0,4,0,5,0,0,0,0
200528,Manica,Manica,XUfVdKbiMwL,CS Messica,gVZ58EQOH6K,Messica CS,2023Q1,0,0,0,1,0,0,0,1,0,0,0,,1,1,1,0,0,0,0,0,1,0,1,0,3,0,2,1,,0,0,0,0,0,1,1,11,0,0,1,0
200563,Manica,Manica,hPqiPGsEYv5,CS Machipanda,RiIZqF2hfqY,Machipanda CS,2023Q1,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,,0,0,0,0,0,0,2,4,0,0,1,0
200938,Manica,Manica,lT5Qs9ETV9s,HD Manica,KjMGcLd3XXd,Manica HD,2023Q1,0,0,2,1,0,1,1,4,6,1,2,,0,0,0,0,0,0,1,1,1,1,7,4,7,2,2,1,,0,1,3,3,0,11,13,28,0,0,2,0
338288,Manica,Manica,rfn0xX7liVL,CS 4Âº Congresso,DAcTRfO0CNG,4º Congresso CS,2023Q1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0
200629,Sofala,Caia,wqEd97U0K52,CS Sena,XFEHZnnEGkT,Sena  CS,2023Q1,0,5,3,4,0,2,0,0,2,1,3,,0,0,1,1,0,0,1,2,1,0,2,1,4,5,4,1,,0,1,0,0,0,12,15,17,0,0,0,0
200577,Sofala,Caia,p798JDcqmrc,HD Caia,vugElbQMtcL,Caia HD,2023Q1,0,0,0,0,0,1,0,3,2,2,0,,1,0,0,0,0,0,0,0,0,0,3,5,3,3,1,0,,0,0,1,0,0,1,1,23,0,0,1,0
200580,Sofala,Caia,ARq3tEA0xTJ,CS Nhambalo,tfEtbnUgkGv,Nhambalo CS,2023Q1,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,,0,1,0,0,0,9,1,0,0,0,0,0
200579,Sofala,Caia,zHiDaFKNWdi,CS MurraÃ§a,PPb3XMcCAf3,Murraça CS,2023Q1,0,0,0,0,0,1,0,1,0,1,2,,0,1,1,0,0,0,0,1,0,1,3,6,5,1,5,2,,1,1,0,0,0,16,15,2,0,0,0,0
200657,Sofala,Gorongosa,iLe1dgNMg89,CS Gorongosa ,ZWAdop7zYgJ,Gorongoza-Sede CS,2023Q1,0,1,1,2,1,1,1,5,3,6,2,,3,1,0,1,0,0,0,2,5,5,10,11,20,7,7,2,,1,1,0,0,0,49,38,12,0,1,0,0
200604,Sofala,Chibabava,mlOXv0OHQvf,CS Chibabava -Sede,JnsP1SLvvsw,Chibabava-Sede CS,2023Q1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,1,0,0,0,0,1,0,3,0,0,0,0
200586,Sofala,Chibabava,xeRs7aXKnm2,CS Hoode,nYIBsKHueFr,Hoode PS,2023Q1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
200942,Sofala,Chibabava,LWmmJvxx1Gu,HR Muxungue,TWJPFfCeHES,Muxungue CS III,2023Q1,0,1,0,0,0,0,0,1,0,2,0,,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,,0,1,0,0,0,2,2,8,0,0,0,0
321331,Sofala,Chibabava,Zb6ryBo3GmN,CS Mutindire,YBG39jGSV17,Mutindire CS,2023Q1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
200648,Sofala,Cheringoma,qBXL4ozcMHG,HR Inhaminga,d3thFMLEOGr,Inhaminga CS,2023Q1,0,0,0,2,0,1,2,4,1,3,3,,1,3,0,0,0,0,0,1,1,0,5,7,5,2,5,2,,0,0,1,0,0,13,12,24,0,0,0,0
200500,Manica,Gondola,JlUMz2rDy1g,CS Inchope,bifefa8JnfN,Inchope CS,2023Q1,0,0,1,0,0,0,2,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,7,2,1,1,,1,0,0,0,0,1,3,14,0,0,1,0
200937,Manica,Gondola,pELuhX7Rgup,CS Gondola Sede,awoAlwC06Go,Gondola Sede CS,2023Q1,0,0,0,0,0,2,0,2,1,1,3,,1,1,0,0,0,0,0,0,0,0,14,7,9,7,9,3,,1,0,0,1,0,11,21,30,0,0,0,0
200527,Manica,Gondola,L7TkArEzSdW,CS Amatongas,e2cMNKCnHOw,Amatongas CS,2023Q1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,1,0,0,0,0,2,0,3,0,0,0,0
200502,Manica,Gondola,UzFYRpkVqN2,CS Muda SerraÃ§Ã£o,xfxtwRZ7Ejp,Muda Serração CS,2023Q1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,,0,0,0,0,0,0,2,4,0,0,0,0
200588,Sofala,Cidade da Beira,JWkHE4YUUau,CS Ceramica,i4KTQ0RGK3T,Cerâmica CS,2023Q1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
200615,Sofala,Cidade da Beira,yVukesfhN7e,CS Chamba,hFwwNnFm1B8,Chamba PS,2023Q1,0,0,0,0,0,0,1,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,,0,0,0,0,0,1,0,6,0,0,0,0
200613,Sofala,Cidade da Beira,JEcWd2ZtbXW,CS Manga Mascarenha,U6Mo4GsQKwT,M. Mascarenha CS,2023Q1,0,0,1,1,1,0,0,2,1,2,1,,1,0,0,0,0,0,0,0,1,1,1,0,4,0,1,0,,0,0,0,0,0,3,3,12,0,0,0,0
200591,Sofala,Cidade da Beira,bcmSNr2mpCs,CS Munhava,webeuXrveDi,Munhava CS,2023Q1,0,2,6,7,1,0,6,8,4,7,5,,0,0,2,3,0,0,2,2,7,2,6,15,23,11,10,4,,1,1,1,1,0,60,16,61,0,1,0,0
200590,Sofala,Cidade da Beira,TulcwtPpnb8,CS Manga Nhaconjo,I2tQnsS7wn6,Manga Nhaconjo PS,2023Q1,0,1,2,4,3,0,3,6,9,4,5,,3,1,1,1,0,0,1,0,6,2,2,7,9,10,3,0,,1,1,0,0,0,18,13,54,0,0,0,0
200593,Sofala,Cidade da Beira,C7aNdIzrk1P,CS Macurungo,tNf8m963xKK,Macurungo PSA,2023Q1,0,0,2,1,0,0,1,1,2,0,1,,0,2,0,0,0,0,0,1,1,0,0,4,2,0,3,0,,0,0,0,0,0,3,2,16,0,0,0,0
200612,Sofala,Cidade da Beira,AG0Ij65tpL5,CS Chota,aoY0wrz6qBF,Chota PS,2023Q1,0,0,1,1,0,1,1,0,1,0,0,,0,0,0,0,0,0,1,0,0,0,4,1,3,2,2,0,,0,0,0,0,0,10,4,4,0,0,0,0
201658,Sofala,Cidade da Beira,SpwE4sMebjN,CS Marrocanhe,QxSfgx5QfT7,Marrocanhe,2023Q1,0,0,0,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,,0,0,0,0,0,0,1,5,0,0,0,0
201657,Sofala,Cidade da Beira,IOginoM10CL,CS Manga Loforte,FdqK3U8rDRX,Manga Loforte,2023Q1,0,2,1,1,2,2,0,3,4,2,0,,2,0,1,0,0,0,1,1,2,2,3,17,15,5,5,1,,2,0,2,0,0,21,38,17,0,0,0,2
200616,Sofala,Cidade da Beira,ZQyVTqYwqi6,CS Matadoro,QTFJClMfP8c,Matadouro PS,2023Q1,0,0,0,0,0,1,1,0,1,0,1,,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,1,,0,0,0,0,0,3,2,7,0,0,0,0
200963,Sofala,Cidade da Beira,UuulAHWKfk9,HC Beira,V1MbBFGqwbB,Hospital Central da Beira HC,2023Q1,0,0,1,0,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,3,0,0,0,0,1,2,4,0,0,0,0
200592,Sofala,Cidade da Beira,wHarKyfDUwa,CS Nhangau,KQYxmgQNUSD,Nhangau CS,2023Q1,0,1,2,1,1,0,1,1,2,1,1,,0,0,0,0,0,0,1,1,0,0,4,1,2,3,0,0,,1,0,0,0,0,2,10,12,0,0,0,0
200614,Sofala,Cidade da Beira,GJwxy5Apew7,CS Ponta Gea,ZKVzRmYkKzQ,Ponta Gêa PS,2023Q1,0,2,0,4,0,1,4,12,3,5,7,,0,2,2,0,0,0,0,3,0,2,2,2,7,3,5,3,,1,1,1,0,0,9,10,53,0,0,0,0
200600,Sofala,Nhamatanda,SGBoKQCD9yI,CS Nharuchonga,lKLoN95Lufh,Nharuchonga PS,2023Q1,0,0,0,1,0,0,2,1,1,1,3,,0,0,0,0,0,0,0,0,0,0,3,3,4,4,2,3,,4,0,0,0,0,19,10,3,0,0,0,0
200661,Sofala,Nhamatanda,JNpcC8Vmf7o,CS Metuchira Lomaco,lYNYlzUvgos,Metuchira Lomaco CS,2023Q1,0,1,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,1,3,0,1,1,0,,1,1,0,0,0,10,1,2,0,0,0,0
321326,Sofala,Nhamatanda,ZEzNCIIh8B2,CS Chirassicua,vIB6Ofu2fJp,Chirassicua CS,2023Q1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,2,1,0,0,0,0
200601,Sofala,Nhamatanda,O7hrmPQMkpC,CS Siluvo CSRII,asg9aIblmr6,Siluvo PS,2023Q1,0,0,0,0,0,0,2,1,0,1,0,,0,1,0,0,0,0,0,0,0,0,0,2,1,3,1,0,,1,0,0,0,0,10,3,0,0,0,0,0
200643,Sofala,Nhamatanda,Gb6NMzoxJ9y,CS Lamego,j7218NqxjYe,Lamego CS,2023Q1,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,0,1,3,0,2,0,,1,0,0,0,0,2,2,7,0,0,0,0
200667,Sofala,Nhamatanda,TDmBoHHdXcU,CS Tica CSRII,QvQ5bpVOJDj,Tica PS,2023Q1,0,1,3,3,1,0,0,0,0,1,3,,0,0,0,0,0,0,4,1,2,0,0,1,1,2,1,0,,0,0,0,0,0,10,8,6,0,0,0,0
200943,Sofala,Nhamatanda,bOa7m01wjCc,HR Nhamatanda Sede,nmdSUueCjti,Nhamatanda HR,2023Q1,0,0,2,4,2,0,1,6,4,6,3,,0,0,0,1,0,0,1,1,2,6,6,9,10,5,3,3,,0,0,0,1,0,17,38,21,0,0,0,1
200169,Niassa,Cuamba,IHO6FqT2VCc,CS Mitucue,elnT3rmS6qj,Mitucué CS,2023Q1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
360175,Niassa,Cuamba,L4A4cHnmqCy,CS Adine 3,WQny6fFqvYX,Adine 3 CS,2023Q1,0,0,0,0,0,1,2,4,1,1,0,,0,0,2,0,0,0,0,0,0,0,6,2,4,6,1,0,,0,0,0,0,0,22,8,0,0,0,1,0
200192,Niassa,Cuamba,mY5o8jTjIKb,CS Cuamba,kdUL3XxL1bF,Cuamba CS,2023Q1,0,0,1,1,0,4,3,6,8,10,3,,1,1,1,2,0,0,1,0,1,1,10,34,17,10,2,3,,1,0,0,0,0,52,36,33,0,0,3,1
200914,Niassa,Cuamba,qZAR8aTw3ok,HR Cuamba,JTNDUJAu3DA,Cuamba HR,2023Q1,0,0,0,0,0,0,0,1,0,0,0,,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,,1,0,0,1,0,0,1,7,0,0,0,0
200157,Niassa,Cuamba,uSOgQiIsgwu,CS Meripo,MzafLLW5jpx,Meripo CS,2023Q1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
200669,Sofala,Dondo,ZATPLvkZR0W,CS Savane,ME9FWjRMe4e,Savane PS,2023Q1,0,0,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,5,0,0,0,0
200617,Sofala,Dondo,M3wyiBatqt0,CS Canhandula,TJp862VOKlS,Canhandula PS,2023Q1,0,0,0,0,0,1,1,1,0,0,0,,1,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,,0,0,0,0,0,3,5,1,0,0,0,0
200618,Sofala,Dondo,OOVQmzaYBir,CS Dondo Sede,uUmAJIXkmsO,Dondo Sede CS I,2023Q1,0,1,3,5,2,2,6,18,10,11,11,,4,0,3,0,0,0,0,3,1,4,4,18,18,15,6,6,,3,2,3,2,0,48,30,83,0,0,2,1
200633,Sofala,Dondo,j0ccY4zL81U,CS Maxorote,GTQqEhUUV1F,Maxarote PS,2023Q1,0,0,1,0,0,0,0,0,2,1,1,,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,,0,0,0,0,0,2,1,10,0,0,0,0
201858,Sofala,Dondo,t9RIGm3h8DV,CS Samora Machel,dSJcUkmJWvZ,"Samora Machel PS (Sofala, Dondo)",2023Q1,0,1,0,0,0,1,4,2,2,2,2,,1,1,0,0,0,0,1,1,0,2,11,8,8,6,2,2,,2,3,0,0,0,15,30,17,0,0,0,0
321330,Sofala,Dondo,CHxnHTfZupS,CS Igreja Baptista,I6v4GYaXpQC,Igreja Baptista CS,2023Q1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,0,0
200572,Sofala,Dondo,QtNLat7uQMf,CS Mafambisse,hCuRPOStRLU,Mafambisse CS,2023Q1,0,0,0,0,0,1,0,0,0,1,0,,0,1,0,1,0,0,0,0,0,0,2,9,2,3,1,0,,1,0,0,0,0,3,0,19,0,0,0,0
200655,Sofala,Dondo,dWJ61DAg5kn,CS Mutua,QtJyTjN5faU,Mutua PS,2023Q1,0,1,0,0,0,0,0,1,0,1,0,,2,0,0,0,0,0,0,1,0,1,5,3,9,4,1,0,,0,1,0,0,0,6,15,9,0,0,0,0
200531,Manica,Cidade de Chimoio,g9AT6oQ6Uoi,CS Nhamaonha,UBe2SLdSmxV,Nhamaonha CS,2023Q1,0,1,1,2,0,1,1,4,4,4,2,,1,0,0,0,0,0,0,1,0,0,2,13,10,4,1,2,,0,1,0,0,0,23,7,25,0,0,0,0
398330,Manica,Cidade de Chimoio,lR0tDnUzHdB,CS Vila Nova,KxEa3dXzAYv,Vila Nova CS,2023Q1,0,0,2,1,0,0,0,2,6,6,2,,0,1,1,0,0,0,3,0,0,1,8,12,8,10,6,2,,0,2,0,3,0,26,23,27,0,0,0,0
200958,Manica,Cidade de Chimoio,oUykqIIWuIb,HP Chimoio,QDkCAOGVng6,Chimoio HP,2023Q1,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,,0,1,0,0,0,3,2,2,0,0,0,0
200522,Manica,Cidade de Chimoio,aUtB6n9lhl4,CS Chissui,IJwB2CRmy7D,Chissui CS,2023Q1,0,0,0,0,0,0,0,3,0,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,,1,0,0,0,0,0,5,4,0,0,0,0
201696,Manica,Cidade de Chimoio,SKLMPC7qDwD,CS 7 de Abril,DfdvXXyNSoV,7 de Abril CS,2023Q1,0,2,1,1,0,1,1,3,2,4,2,,0,0,0,0,0,0,1,1,0,0,7,7,12,8,3,2,,0,1,0,0,0,15,8,36,0,1,0,0
200525,Manica,Cidade de Chimoio,nT0RSdagl3c,CS Eduardo Mondlane,rlAmYWNUTnR,Eduardo Mondlane CS,2023Q1,0,0,3,1,1,0,1,2,3,6,1,,2,0,3,1,0,0,3,3,1,2,3,10,14,12,4,1,,2,0,0,1,0,19,30,31,0,0,3,0
200499,Manica,Cidade de Chimoio,ZPCgEihjMiy,CS 1 Âº de Maio,l7dBO27dhA6,1º Maio CS,2023Q1,0,0,0,0,1,0,3,5,4,3,5,,0,3,2,0,0,0,0,1,0,0,2,8,6,3,2,5,,2,2,0,0,0,12,16,29,0,1,0,0
200559,Manica,Sussundenga,gucAF89KSPW,CS Dombe,xf9Q4yYDlq5,Dombe CS,2023Q1,0,0,0,0,0,0,0,3,0,2,0,,0,0,0,0,0,0,0,0,0,1,2,4,10,5,0,0,,0,0,0,0,0,4,8,15,0,0,0,0
321333,Manica,Sussundenga,IVMLAFPrwB1,CS Sembezea,rnZaJL4iEBz,Sembezea CS,2023Q1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
338290,Manica,Sussundenga,VE6gqvIqNNU,CS Darue,kny7mdXnSEx,Darue CS,2023Q1,0,0,0,0,0,0,1,1,1,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,7,0,0,0,0,0,0
200517,Manica,Sussundenga,hzMMspjctBN,CS Sussundenga-Sede,RovRnV9RWFd,Sussundenga CS,2023Q1,0,0,0,0,0,0,1,0,0,0,0,,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,4,0,0,0,0
200546,Manica,Sussundenga,QAbnMAYSwNt,CS Munhinga,Kwts2m2rUUp,Munhinga CS,2023Q1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,0,0
200178,Niassa,Cidade de Lichinga,v8IcierBRV0,CS Namacula,TM31sX4CThP,Namacula CS,2023Q1,0,2,0,2,1,3,5,5,15,6,2,,5,2,0,0,0,0,0,2,1,4,15,13,13,10,11,4,,3,3,0,1,0,79,45,4,0,0,3,0
201205,Niassa,Cidade de Lichinga,rA2XtLlH4ZB,CS Lulimire,Ui58kwN6uQ0,Lulimire CS,2023Q1,0,0,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,1,0,0,0,1,2,2,4,0,0,,0,0,0,0,0,4,6,2,0,0,0,0
200954,Niassa,Cidade de Lichinga,VKP8A0OwApk,HP Lichinga,SfB5NwJXaot,Lichinga HP,2023Q1,0,1,0,0,1,0,1,0,3,2,0,,2,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,,1,0,0,0,0,8,4,4,0,0,0,0
200152,Niassa,Cidade de Lichinga,jHlNl7FzWw1,CS Chiuaula,AEZgWxwdbd9,Chiuaula PS,2023Q1,0,0,1,2,0,0,0,1,1,1,1,,1,0,0,1,0,0,0,1,0,0,5,4,9,5,3,2,,2,0,0,0,0,16,13,11,0,0,0,0
200155,Niassa,Cidade de Lichinga,kTLJHJShXJC,CS Lichinga,BRlA0HkkMGM,Lichinga CS,2023Q1,0,0,0,0,2,3,6,10,7,6,2,,2,1,5,1,0,0,1,0,0,1,4,11,20,8,14,5,,3,4,1,1,0,47,51,20,0,0,6,5
200941,Sofala,Marromeu,zQrQsbs6EHX,HR Marromeu,RxHTSbz8VN5,Marromeu HR,2023Q1,0,0,1,0,1,2,3,6,3,1,3,,0,0,0,0,0,0,1,1,1,1,10,17,11,9,6,0,,1,0,1,0,0,15,3,61,0,0,1,0
200599,Sofala,Marromeu,olAdg7i0qDZ,CS Nensa,euFWewBZ5Xr,Nensa CS,2023Q1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
200173,Niassa,Mecanhelas,yLGuFP6jHk4,CS Chisaua,v4ZYs2QjOQO,Chissaua CS,2023Q1,0,1,0,0,0,0,1,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,7,8,4,0,2,0,,0,0,0,0,0,2,24,0,0,0,0,0
200163,Niassa,Mecanhelas,TJhnk83hQLW,CS Mecanhelas,wtV2TtEPCCZ,Mecanhelas CS,2023Q1,0,0,2,0,3,2,6,6,6,5,1,,0,0,1,0,0,0,0,1,2,2,9,17,14,5,1,1,,2,0,0,0,0,77,1,8,0,0,0,0
200165,Niassa,Mecanhelas,yDYqmDwiMUu,CS Entre-Lagos,aoJNeHN9JFY,Entre-Lagos CS,2023Q1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
200190,Niassa,Lago,pGcM8SNZ1uD,CS Metangula,DhPZWGceA1Q,Metangula CS,2023Q1,0,0,0,1,1,0,2,1,1,5,1,,1,0,0,0,0,0,0,0,2,0,8,6,9,3,2,1,,1,0,0,1,0,16,22,8,0,0,3,0
200154,Niassa,Mandimba,mEd88tafLmT,CS Mitande,SufFhnSEIKA,Mitande CS,2023Q1,0,0,0,0,0,2,1,2,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,2,5,3,2,0,,0,0,0,0,0,1,0,18,0,0,0,0
200180,Niassa,Mandimba,KqIfEtf5mj8,CS Mandimba,GDCM1IWa7Zh,Mandimba CS,2023Q1,0,3,1,2,3,5,11,11,14,14,15,,10,1,1,1,0,0,6,2,1,5,51,42,34,28,11,15,,2,3,3,2,0,125,142,30,0,0,12,3
200195,Niassa,Ngauma,i9cfzJGXjve,CS Massangulo,KujnNfVcY2N,Massangulo CS,2023Q1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,,1,2,0,0,0,4,2,2,0,0,0,0
200191,Niassa,Metarica,uLXgeGEYPsn,CS Metarica,dQk8ubXxXLX,Metarica CS,2023Q1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,0,0,0,0,0
200625,Sofala,Buzi,BDXebOcXCzA,CS Bura,d9VvJxm3TX0,Bura CS,2023Q1,0,1,0,0,1,0,2,2,0,0,0,,0,0,0,0,0,0,0,0,1,0,3,1,9,3,0,0,,0,1,0,1,0,16,8,1,0,0,0,0
200576,Sofala,Buzi,A6UC3jvbYGo,CS Guara-Guara,EQs1z4T6WiJ,Guara-Guara PS,2023Q1,0,1,1,0,1,0,0,1,3,3,1,,1,1,0,1,0,0,2,1,2,2,6,9,13,5,2,2,,1,3,2,0,0,11,38,15,0,0,0,0
