Keycode,orgunitlevel2,orgunitlevel3,dhis_organisationunitid,dhis_organisationunitname,datim_organisationunitid,datim_organisationunitname,period,"echo_TX_CURR_N_Age_Sex_HIVStatus | <1, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 1-4, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 5-9, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 10-14, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 15-19, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 20-24, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 25-29, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 30-34, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 35-39, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 40-44, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 45-49, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 50+, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 50-54, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 55-59, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 60-64, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 65+, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | Unknown Age, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | <1, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 1-4, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 5-9, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 10-14, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 15-19, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 20-24, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 25-29, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 30-34, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 35-39, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 40-44, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 45-49, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 50+, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 50-54, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 55-59, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 60-64, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 65+, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | Unknown Age, Female, Positive","echo_TX_CURR_N_KeyPop_HIVStatus | FSW, Positive","echo_TX_CURR_N_KeyPop_HIVStatus | MSM, Positive","echo_TX_CURR_N_KeyPop_HIVStatus | PWID, Positive","echo_TX_CURR_N_KeyPop_HIVStatus | People in prisons and other enclosed settings, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | 15+, Female, ARV Dispensing Quantity - Less than 3 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | 15+, Male, ARV Dispensing Quantity - Less than 3 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - Less than 3 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Male, ARV Dispensing Quantity - Less than 3 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | Unknown Age, Female, ARV Dispensing Quantity - Less than 3 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | Unknown Age, Male, ARV Dispensing Quantity - Less than 3 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | 15+, Female, ARV Dispensing Quantity - 3 to 5 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | 15+, Male, ARV Dispensing Quantity - 3 to 5 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Male, ARV Dispensing Quantity - 3 to 5 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | Unknown Age, Female, ARV Dispensing Quantity - 3 to 5 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | Unknown Age, Male, ARV Dispensing Quantity - 3 to 5 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | 15+, Female, ARV Dispensing Quantity - 6 or more months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | 15+, Male, ARV Dispensing Quantity - 6 or more months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 6 or more months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Male, ARV Dispensing Quantity - 6 or more months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | Unknown Age, Female, ARV Dispensing Quantity - 6 or more months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | Unknown Age, Male, ARV Dispensing Quantity - 6 or more months, Positive",_merge
201645,Manica,Mossurize,OFV5FvycnU2,CS Garagua,A0e3A15Lh1d,Garagua CS,2023Q1,0.0,3.0,8.0,2.0,3.0,3.0,18.0,33.0,43.0,41.0,37.0,,43.0,12.0,6.0,5.0,0.0,0.0,3.0,10.0,7.0,9.0,40.0,64.0,71.0,95.0,80.0,36.0,,46.0,11.0,2.0,3.0,0.0,6.0,0.0,1.0,0.0,120.0,15.0,2.0,1.0,0.0,0.0,337.0,229.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200032,Manica,Mossurize,GY2vnTIADh1,CS Chaiva,kKsL2QkNR4K,Chaiva CS,2023Q1,0.0,4.0,3.0,5.0,1.0,7.0,21.0,52.0,71.0,83.0,69.0,,46.0,21.0,14.0,12.0,0.0,0.0,3.0,7.0,6.0,9.0,68.0,142.0,166.0,119.0,104.0,50.0,,27.0,14.0,7.0,5.0,0.0,6.0,0.0,0.0,0.0,99.0,35.0,1.0,3.0,0.0,0.0,612.0,362.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200513,Manica,Mossurize,djm9ORhcU3X,CS Gunhe,X6efCWparbb,Gunhe CS,2023Q1,1.0,6.0,8.0,4.0,2.0,13.0,28.0,33.0,67.0,70.0,47.0,,28.0,11.0,11.0,4.0,0.0,0.0,2.0,9.0,7.0,3.0,48.0,98.0,108.0,106.0,80.0,35.0,,16.0,11.0,8.0,4.0,0.0,2.0,2.0,1.0,0.0,97.0,45.0,1.0,2.0,0.0,0.0,420.0,269.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200529,Manica,Mossurize,U7iWzT5xo5X,CS Mupengo,NJKcpotvrAQ,Mupengo CS,2023Q1,0.0,1.0,4.0,3.0,1.0,11.0,23.0,44.0,53.0,47.0,39.0,,23.0,15.0,14.0,9.0,0.0,0.0,8.0,8.0,4.0,14.0,57.0,118.0,165.0,122.0,115.0,66.0,,35.0,19.0,9.0,6.0,0.0,23.0,14.0,0.0,0.0,239.0,72.0,7.0,2.0,0.0,0.0,487.0,207.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200528,Manica,Manica,XUfVdKbiMwL,CS Messica,gVZ58EQOH6K,Messica CS,2023Q1,1.0,11.0,33.0,28.0,16.0,26.0,68.0,177.0,181.0,144.0,111.0,,93.0,44.0,52.0,25.0,0.0,1.0,25.0,38.0,38.0,53.0,210.0,422.0,540.0,350.0,245.0,145.0,,75.0,68.0,32.0,32.0,0.0,252.0,119.0,2.0,0.0,469.0,79.0,28.0,15.0,0.0,0.0,1703.0,858.0,74.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200563,Manica,Manica,hPqiPGsEYv5,CS Machipanda,RiIZqF2hfqY,Machipanda CS,2023Q1,1.0,6.0,12.0,8.0,12.0,13.0,32.0,63.0,81.0,83.0,74.0,,51.0,29.0,19.0,14.0,0.0,0.0,7.0,11.0,13.0,24.0,93.0,155.0,173.0,204.0,127.0,93.0,,41.0,43.0,30.0,32.0,0.0,140.0,0.0,1.0,0.0,294.0,106.0,11.0,22.0,0.0,0.0,716.0,365.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200938,Manica,Manica,lT5Qs9ETV9s,HD Manica,KjMGcLd3XXd,Manica HD,2023Q1,4.0,22.0,63.0,71.0,58.0,92.0,206.0,513.0,586.0,429.0,328.0,,178.0,148.0,100.0,81.0,0.0,2.0,20.0,71.0,76.0,112.0,475.0,953.0,1209.0,949.0,655.0,387.0,,267.0,167.0,102.0,96.0,0.0,150.0,19.0,3.0,12.0,1416.0,526.0,57.0,52.0,0.0,0.0,2681.0,1559.0,106.0,98.0,0.0,0.0,1273.0,634.0,6.0,10.0,0.0,0.0,both
338288,Manica,Manica,rfn0xX7liVL,CS 4Âº Congresso,DAcTRfO0CNG,4º Congresso CS,2023Q1,1.0,2.0,9.0,6.0,4.0,8.0,27.0,57.0,69.0,56.0,36.0,,18.0,6.0,4.0,3.0,0.0,0.0,4.0,6.0,10.0,15.0,55.0,114.0,156.0,110.0,57.0,53.0,,23.0,14.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,166.0,37.0,6.0,6.0,0.0,0.0,441.0,251.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200629,Sofala,Caia,wqEd97U0K52,CS Sena,XFEHZnnEGkT,Sena  CS,2023Q1,1.0,26.0,42.0,29.0,31.0,38.0,69.0,106.0,106.0,91.0,67.0,,51.0,25.0,20.0,27.0,0.0,4.0,14.0,35.0,31.0,42.0,176.0,232.0,225.0,183.0,161.0,112.0,,72.0,41.0,42.0,16.0,0.0,3.0,0.0,0.0,0.0,204.0,70.0,24.0,30.0,0.0,0.0,1097.0,561.0,60.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200577,Sofala,Caia,p798JDcqmrc,HD Caia,vugElbQMtcL,Caia HD,2023Q1,1.0,57.0,59.0,33.0,24.0,84.0,187.0,284.0,241.0,222.0,151.0,,114.0,71.0,47.0,50.0,0.0,5.0,73.0,60.0,29.0,103.0,484.0,665.0,614.0,455.0,319.0,214.0,,125.0,86.0,52.0,37.0,0.0,36.0,0.0,1.0,48.0,772.0,247.0,31.0,25.0,0.0,0.0,2380.0,1228.0,136.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200580,Sofala,Caia,ARq3tEA0xTJ,CS Nhambalo,tfEtbnUgkGv,Nhambalo CS,2023Q1,0.0,11.0,11.0,3.0,6.0,17.0,21.0,39.0,39.0,43.0,23.0,,23.0,14.0,5.0,13.0,1.0,0.0,12.0,15.0,4.0,8.0,71.0,94.0,91.0,70.0,54.0,39.0,,21.0,12.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,126.0,67.0,8.0,7.0,0.0,1.0,349.0,176.0,23.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200579,Sofala,Caia,zHiDaFKNWdi,CS MurraÃ§a,PPb3XMcCAf3,Murraça CS,2023Q1,0.0,15.0,25.0,2.0,2.0,18.0,45.0,100.0,62.0,64.0,33.0,,34.0,23.0,9.0,5.0,0.0,0.0,22.0,20.0,8.0,16.0,88.0,165.0,136.0,100.0,93.0,53.0,,48.0,9.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,156.0,78.0,9.0,6.0,0.0,0.0,565.0,317.0,41.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200657,Sofala,Gorongosa,iLe1dgNMg89,CS Gorongosa ,ZWAdop7zYgJ,Gorongoza-Sede CS,2023Q1,1.0,11.0,17.0,27.0,22.0,36.0,117.0,207.0,201.0,182.0,108.0,,58.0,41.0,27.0,40.0,0.0,0.0,14.0,20.0,35.0,46.0,245.0,425.0,391.0,283.0,244.0,139.0,,88.0,56.0,31.0,25.0,0.0,24.0,12.0,0.0,3.0,493.0,151.0,38.0,30.0,0.0,0.0,1476.0,883.0,31.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200604,Sofala,Chibabava,mlOXv0OHQvf,CS Chibabava -Sede,JnsP1SLvvsw,Chibabava-Sede CS,2023Q1,0.0,6.0,4.0,10.0,7.0,12.0,24.0,48.0,50.0,51.0,23.0,,25.0,22.0,9.0,9.0,0.0,0.0,8.0,5.0,11.0,25.0,63.0,89.0,102.0,113.0,106.0,58.0,,38.0,23.0,8.0,4.0,0.0,0.0,0.0,0.0,7.0,174.0,43.0,13.0,9.0,0.0,0.0,453.0,237.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200586,Sofala,Chibabava,xeRs7aXKnm2,CS Hoode,nYIBsKHueFr,Hoode PS,2023Q1,0.0,1.0,12.0,10.0,4.0,4.0,7.0,15.0,28.0,29.0,40.0,,31.0,16.0,9.0,10.0,0.0,0.0,3.0,4.0,9.0,3.0,15.0,53.0,67.0,96.0,104.0,69.0,,51.0,9.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,110.0,29.0,6.0,10.0,0.0,0.0,375.0,164.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200942,Sofala,Chibabava,LWmmJvxx1Gu,HR Muxungue,TWJPFfCeHES,Muxungue CS III,2023Q1,2.0,14.0,44.0,37.0,34.0,38.0,129.0,232.0,226.0,231.0,161.0,,117.0,50.0,37.0,37.0,0.0,2.0,21.0,50.0,55.0,57.0,382.0,586.0,573.0,518.0,386.0,245.0,,130.0,57.0,28.0,26.0,0.0,220.0,0.0,0.0,3.0,422.0,56.0,20.0,14.0,0.0,0.0,2547.0,1236.0,108.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
321331,Sofala,Chibabava,Zb6ryBo3GmN,CS Mutindire,YBG39jGSV17,Mutindire CS,2023Q1,0.0,8.0,12.0,12.0,5.0,10.0,28.0,53.0,52.0,71.0,44.0,,43.0,19.0,19.0,8.0,0.0,0.0,9.0,20.0,16.0,15.0,77.0,107.0,151.0,136.0,151.0,58.0,,48.0,16.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,185.0,65.0,24.0,15.0,0.0,0.0,587.0,287.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200648,Sofala,Cheringoma,qBXL4ozcMHG,HR Inhaminga,d3thFMLEOGr,Inhaminga CS,2023Q1,1.0,25.0,22.0,22.0,12.0,48.0,105.0,127.0,101.0,94.0,55.0,,53.0,28.0,22.0,17.0,0.0,0.0,17.0,36.0,27.0,37.0,249.0,288.0,232.0,174.0,121.0,66.0,,61.0,35.0,20.0,15.0,0.0,2.0,0.0,0.0,0.0,517.0,274.0,32.0,27.0,0.0,0.0,780.0,388.0,48.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200500,Manica,Gondola,JlUMz2rDy1g,CS Inchope,bifefa8JnfN,Inchope CS,2023Q1,0.0,12.0,26.0,23.0,13.0,30.0,102.0,179.0,137.0,131.0,100.0,,64.0,41.0,25.0,28.0,0.0,0.0,13.0,24.0,24.0,54.0,330.0,472.0,437.0,237.0,199.0,115.0,,85.0,58.0,34.0,20.0,0.0,199.0,3.0,0.0,0.0,569.0,136.0,20.0,18.0,0.0,0.0,1469.0,713.0,41.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,both
200937,Manica,Gondola,pELuhX7Rgup,CS Gondola Sede,awoAlwC06Go,Gondola Sede CS,2023Q1,3.0,36.0,69.0,49.0,44.0,66.0,182.0,406.0,423.0,378.0,230.0,,167.0,105.0,78.0,72.0,0.0,8.0,30.0,59.0,63.0,85.0,382.0,740.0,930.0,654.0,458.0,309.0,,191.0,136.0,78.0,54.0,0.0,12.0,1.0,0.0,2.0,1134.0,509.0,54.0,56.0,0.0,0.0,1603.0,977.0,85.0,82.0,0.0,0.0,1278.0,662.0,20.0,19.0,0.0,0.0,both
200527,Manica,Gondola,L7TkArEzSdW,CS Amatongas,e2cMNKCnHOw,Amatongas CS,2023Q1,1.0,11.0,8.0,11.0,3.0,16.0,46.0,77.0,61.0,62.0,48.0,,24.0,16.0,18.0,12.0,0.0,0.0,5.0,15.0,17.0,25.0,86.0,166.0,183.0,92.0,86.0,70.0,,31.0,23.0,25.0,16.0,0.0,3.0,0.0,0.0,0.0,203.0,55.0,14.0,10.0,0.0,0.0,595.0,328.0,23.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200502,Manica,Gondola,UzFYRpkVqN2,CS Muda SerraÃ§Ã£o,xfxtwRZ7Ejp,Muda Serração CS,2023Q1,0.0,3.0,10.0,5.0,4.0,9.0,44.0,53.0,62.0,76.0,49.0,,28.0,14.0,17.0,13.0,0.0,0.0,6.0,11.0,13.0,12.0,96.0,158.0,157.0,118.0,107.0,63.0,,39.0,18.0,10.0,11.0,0.0,3.0,0.0,0.0,0.0,469.0,215.0,19.0,11.0,0.0,0.0,320.0,154.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200588,Sofala,Cidade da Beira,JWkHE4YUUau,CS Ceramica,i4KTQ0RGK3T,Cerâmica CS,2023Q1,1.0,8.0,9.0,5.0,7.0,8.0,56.0,101.0,108.0,93.0,70.0,,35.0,14.0,17.0,21.0,0.0,0.0,6.0,14.0,6.0,15.0,80.0,174.0,190.0,129.0,79.0,54.0,,42.0,12.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,98.0,67.0,1.0,1.0,0.0,0.0,696.0,463.0,25.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200615,Sofala,Cidade da Beira,yVukesfhN7e,CS Chamba,hFwwNnFm1B8,Chamba PS,2023Q1,0.0,15.0,20.0,18.0,11.0,20.0,49.0,139.0,111.0,89.0,64.0,,29.0,24.0,13.0,15.0,0.0,2.0,17.0,14.0,20.0,21.0,136.0,341.0,376.0,250.0,158.0,90.0,,52.0,47.0,18.0,17.0,0.0,16.0,0.0,0.0,0.0,291.0,85.0,20.0,12.0,0.0,0.0,1208.0,478.0,32.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200613,Sofala,Cidade da Beira,JEcWd2ZtbXW,CS Manga Mascarenha,U6Mo4GsQKwT,M. Mascarenha CS,2023Q1,1.0,26.0,78.0,55.0,59.0,62.0,160.0,295.0,391.0,307.0,254.0,,165.0,117.0,75.0,80.0,0.0,0.0,27.0,71.0,75.0,115.0,360.0,867.0,873.0,704.0,515.0,366.0,,227.0,135.0,78.0,77.0,0.0,68.0,28.0,0.0,1.0,793.0,321.0,70.0,57.0,0.0,0.0,3520.0,1644.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200591,Sofala,Cidade da Beira,bcmSNr2mpCs,CS Munhava,webeuXrveDi,Munhava CS,2023Q1,5.0,68.0,113.0,120.0,98.0,174.0,476.0,781.0,894.0,756.0,542.0,,344.0,219.0,150.0,153.0,0.0,7.0,86.0,94.0,144.0,216.0,823.0,1720.0,1863.0,1640.0,1046.0,745.0,,434.0,295.0,139.0,123.0,0.0,322.0,318.0,2.0,0.0,1202.0,518.0,141.0,150.0,0.0,0.0,5223.0,2867.0,178.0,142.0,0.0,0.0,2569.0,1194.0,12.0,14.0,0.0,0.0,both
200590,Sofala,Cidade da Beira,TulcwtPpnb8,CS Manga Nhaconjo,I2tQnsS7wn6,Manga Nhaconjo PS,2023Q1,5.0,33.0,58.0,92.0,79.0,84.0,232.0,417.0,564.0,502.0,356.0,,261.0,225.0,129.0,114.0,0.0,6.0,42.0,61.0,99.0,121.0,460.0,991.0,1188.0,1061.0,766.0,584.0,,353.0,267.0,144.0,124.0,0.0,62.0,8.0,4.0,2.0,734.0,371.0,66.0,64.0,0.0,0.0,3313.0,1697.0,135.0,118.0,0.0,0.0,1976.0,893.0,5.0,5.0,0.0,0.0,both
200593,Sofala,Cidade da Beira,C7aNdIzrk1P,CS Macurungo,tNf8m963xKK,Macurungo PSA,2023Q1,1.0,21.0,48.0,48.0,66.0,92.0,251.0,411.0,528.0,416.0,301.0,,217.0,126.0,106.0,78.0,0.0,9.0,16.0,56.0,82.0,111.0,372.0,834.0,940.0,817.0,609.0,407.0,,212.0,156.0,75.0,69.0,0.0,136.0,30.0,2.0,3.0,738.0,252.0,50.0,36.0,0.0,0.0,3849.0,2338.0,113.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200612,Sofala,Cidade da Beira,AG0Ij65tpL5,CS Chota,aoY0wrz6qBF,Chota PS,2023Q1,1.0,14.0,20.0,23.0,9.0,18.0,58.0,95.0,137.0,93.0,47.0,,26.0,12.0,6.0,15.0,0.0,2.0,7.0,26.0,23.0,14.0,143.0,328.0,343.0,258.0,144.0,70.0,,36.0,20.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,211.0,46.0,19.0,17.0,0.0,0.0,1159.0,470.0,39.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
201658,Sofala,Cidade da Beira,SpwE4sMebjN,CS Marrocanhe,QxSfgx5QfT7,Marrocanhe,2023Q1,1.0,7.0,9.0,5.0,2.0,11.0,28.0,57.0,49.0,51.0,21.0,,16.0,9.0,6.0,4.0,0.0,0.0,4.0,16.0,8.0,15.0,77.0,122.0,140.0,69.0,45.0,29.0,,18.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,110.0,21.0,6.0,6.0,0.0,0.0,417.0,233.0,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
201657,Sofala,Cidade da Beira,IOginoM10CL,CS Manga Loforte,FdqK3U8rDRX,Manga Loforte,2023Q1,2.0,29.0,34.0,32.0,20.0,36.0,162.0,265.0,271.0,195.0,96.0,,46.0,36.0,13.0,9.0,0.0,4.0,29.0,59.0,42.0,50.0,280.0,598.0,595.0,395.0,232.0,132.0,,60.0,44.0,31.0,15.0,0.0,0.0,0.0,0.0,105.0,440.0,94.0,42.0,30.0,0.0,0.0,1989.0,1055.0,92.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200616,Sofala,Cidade da Beira,ZQyVTqYwqi6,CS Matadoro,QTFJClMfP8c,Matadouro PS,2023Q1,0.0,3.0,20.0,10.0,8.0,21.0,74.0,137.0,99.0,77.0,36.0,,21.0,15.0,7.0,6.0,0.0,0.0,10.0,19.0,8.0,15.0,199.0,341.0,295.0,139.0,98.0,49.0,,49.0,19.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,298.0,75.0,6.0,8.0,0.0,0.0,927.0,425.0,31.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200963,Sofala,Cidade da Beira,UuulAHWKfk9,HC Beira,V1MbBFGqwbB,Hospital Central da Beira HC,2023Q1,2.0,14.0,34.0,54.0,39.0,27.0,19.0,14.0,24.0,42.0,37.0,,40.0,23.0,17.0,7.0,0.0,2.0,9.0,41.0,49.0,46.0,46.0,30.0,26.0,32.0,38.0,48.0,,39.0,17.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,65.0,46.0,11.0,15.0,0.0,0.0,274.0,243.0,90.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200592,Sofala,Cidade da Beira,wHarKyfDUwa,CS Nhangau,KQYxmgQNUSD,Nhangau CS,2023Q1,2.0,5.0,19.0,9.0,5.0,25.0,86.0,103.0,72.0,97.0,45.0,,35.0,19.0,10.0,11.0,0.0,2.0,6.0,8.0,10.0,15.0,138.0,163.0,156.0,108.0,84.0,41.0,,35.0,11.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,133.0,72.0,11.0,11.0,0.0,0.0,641.0,436.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200614,Sofala,Cidade da Beira,GJwxy5Apew7,CS Ponta Gea,ZKVzRmYkKzQ,Ponta Gêa PS,2023Q1,1.0,32.0,58.0,85.0,82.0,198.0,559.0,891.0,1107.0,892.0,669.0,,480.0,319.0,227.0,185.0,0.0,3.0,29.0,61.0,109.0,159.0,554.0,1224.0,1474.0,1426.0,1151.0,828.0,,512.0,339.0,191.0,152.0,0.0,301.0,337.0,22.0,163.0,1282.0,699.0,97.0,93.0,0.0,0.0,3040.0,2491.0,100.0,78.0,0.0,0.0,3671.0,2418.0,5.0,5.0,0.0,0.0,both
200600,Sofala,Nhamatanda,SGBoKQCD9yI,CS Nharuchonga,lKLoN95Lufh,Nharuchonga PS,2023Q1,0.0,5.0,13.0,11.0,2.0,9.0,39.0,76.0,66.0,54.0,45.0,,24.0,10.0,6.0,6.0,0.0,0.0,2.0,13.0,5.0,17.0,114.0,132.0,146.0,97.0,84.0,53.0,,36.0,18.0,18.0,8.0,0.0,38.0,0.0,0.0,0.0,196.0,41.0,3.0,9.0,0.0,0.0,525.0,296.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200661,Sofala,Nhamatanda,JNpcC8Vmf7o,CS Metuchira Lomaco,lYNYlzUvgos,Metuchira Lomaco CS,2023Q1,1.0,3.0,16.0,14.0,4.0,22.0,69.0,110.0,108.0,109.0,52.0,,29.0,29.0,18.0,19.0,0.0,5.0,15.0,17.0,9.0,24.0,173.0,274.0,222.0,145.0,120.0,71.0,,37.0,31.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,108.0,54.0,14.0,3.0,0.0,0.0,1025.0,515.0,32.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
321326,Sofala,Nhamatanda,ZEzNCIIh8B2,CS Chirassicua,vIB6Ofu2fJp,Chirassicua CS,2023Q1,0.0,6.0,8.0,3.0,4.0,8.0,39.0,43.0,71.0,62.0,48.0,,28.0,18.0,5.0,6.0,0.0,0.0,8.0,8.0,7.0,18.0,77.0,117.0,105.0,86.0,66.0,39.0,,31.0,9.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,184.0,57.0,1.0,1.0,0.0,0.0,381.0,275.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200601,Sofala,Nhamatanda,O7hrmPQMkpC,CS Siluvo CSRII,asg9aIblmr6,Siluvo PS,2023Q1,1.0,13.0,15.0,10.0,5.0,11.0,32.0,69.0,73.0,50.0,45.0,,20.0,17.0,13.0,13.0,0.0,0.0,16.0,24.0,8.0,23.0,119.0,181.0,191.0,135.0,84.0,41.0,,46.0,29.0,20.0,12.0,0.0,9.0,0.0,0.0,0.0,249.0,95.0,24.0,12.0,0.0,0.0,632.0,253.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200643,Sofala,Nhamatanda,Gb6NMzoxJ9y,CS Lamego,j7218NqxjYe,Lamego CS,2023Q1,3.0,13.0,12.0,10.0,9.0,20.0,55.0,134.0,143.0,94.0,60.0,,40.0,22.0,15.0,23.0,0.0,0.0,13.0,20.0,19.0,26.0,185.0,306.0,333.0,227.0,172.0,92.0,,65.0,34.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,130.0,53.0,3.0,6.0,0.0,0.0,1342.0,562.0,49.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
