Keycode,orgunitlevel2,orgunitlevel3,dhis_organisationunitid,dhis_organisationunitname,datim_organisationunitid,datim_organisationunitname,period,"echo_TX_CURR_N_Age_Sex_HIVStatus | <1, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 1-4, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 5-9, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 10-14, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 15-19, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 20-24, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 25-29, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 30-34, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 35-39, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 40-44, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 45-49, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 50+, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 50-54, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 55-59, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 60-64, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 65+, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | Unknown Age, Male, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | <1, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 1-4, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 5-9, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 10-14, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 15-19, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 20-24, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 25-29, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 30-34, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 35-39, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 40-44, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 45-49, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 50+, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 50-54, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 55-59, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 60-64, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | 65+, Female, Positive","echo_TX_CURR_N_Age_Sex_HIVStatus | Unknown Age, Female, Positive","echo_TX_CURR_N_KeyPop_HIVStatus | FSW, Positive","echo_TX_CURR_N_KeyPop_HIVStatus | MSM, Positive","echo_TX_CURR_N_KeyPop_HIVStatus | PWID, Positive","echo_TX_CURR_N_KeyPop_HIVStatus | People in prisons and other enclosed settings, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | 15+, Female, ARV Dispensing Quantity - Less than 3 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | 15+, Male, ARV Dispensing Quantity - Less than 3 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - Less than 3 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Male, ARV Dispensing Quantity - Less than 3 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | Unknown Age, Female, ARV Dispensing Quantity - Less than 3 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | Unknown Age, Male, ARV Dispensing Quantity - Less than 3 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | 15+, Female, ARV Dispensing Quantity - 3 to 5 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | 15+, Male, ARV Dispensing Quantity - 3 to 5 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 3 to 5 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Male, ARV Dispensing Quantity - 3 to 5 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | Unknown Age, Female, ARV Dispensing Quantity - 3 to 5 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | Unknown Age, Male, ARV Dispensing Quantity - 3 to 5 months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | 15+, Female, ARV Dispensing Quantity - 6 or more months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | 15+, Male, ARV Dispensing Quantity - 6 or more months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Female, ARV Dispensing Quantity - 6 or more months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | <15, Male, ARV Dispensing Quantity - 6 or more months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | Unknown Age, Female, ARV Dispensing Quantity - 6 or more months, Positive","echo_TX_CURR_N_Age_Sex_ARVDispense_HIVStatus | Unknown Age, Male, ARV Dispensing Quantity - 6 or more months, Positive",_merge
200454,Tete,Angonia,MfZ1FGglCMh,CS Domue,CpZyeEzz39h,Dómue CS,2023Q1,0.0,9.0,14.0,4.0,5.0,10.0,47.0,86.0,91.0,76.0,52.0,,50.0,18.0,9.0,11.0,0.0,0.0,9.0,12.0,6.0,20.0,124.0,223.0,213.0,139.0,125.0,77.0,,52.0,23.0,15.0,10.0,0.0,61.0,0.0,0.0,0.0,349.0,76.0,2.0,3.0,0.0,0.0,668.0,378.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200490,Tete,Angonia,gkGCB2QSrvm,CS Lifidzi,MAtmMxsNpeZ,Lifidzi CS,2023Q1,0.0,2.0,6.0,4.0,3.0,11.0,32.0,64.0,53.0,57.0,39.0,,31.0,24.0,17.0,14.0,0.0,1.0,2.0,6.0,6.0,12.0,38.0,91.0,100.0,94.0,74.0,69.0,,36.0,31.0,13.0,13.0,0.0,4.0,0.0,0.0,0.0,191.0,80.0,1.0,1.0,0.0,0.0,378.0,265.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200933,Tete,Angonia,lO1ZOpovYiZ,HR Ulongue,sAnH4cWV41G,Ulongue HR,2023Q1,0.0,3.0,21.0,18.0,21.0,34.0,64.0,104.0,161.0,151.0,160.0,,102.0,66.0,40.0,40.0,0.0,0.0,5.0,9.0,10.0,23.0,91.0,150.0,186.0,246.0,197.0,191.0,,117.0,78.0,43.0,36.0,0.0,35.0,0.0,0.0,0.0,312.0,149.0,4.0,9.0,0.0,0.0,1046.0,794.0,20.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200456,Tete,Angonia,sPZW2VMVI6B,CS Ulongue,gsIY3JD3iHh,Ulongue CS,2023Q1,0.0,4.0,9.0,1.0,2.0,23.0,65.0,84.0,76.0,61.0,38.0,,17.0,12.0,6.0,4.0,0.0,2.0,7.0,14.0,5.0,27.0,207.0,295.0,264.0,188.0,94.0,27.0,,18.0,8.0,2.0,1.0,0.0,50.0,0.0,0.0,4.0,455.0,76.0,11.0,5.0,0.0,0.0,675.0,312.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200447,Tete,Marara,hkIFBir1IrX,CS Cachembe,t0V5NCdjdPi,Cachembe CS,2023Q1,2.0,6.0,8.0,10.0,3.0,15.0,42.0,61.0,75.0,71.0,51.0,,33.0,17.0,13.0,11.0,0.0,0.0,5.0,19.0,7.0,19.0,78.0,119.0,93.0,116.0,81.0,60.0,,45.0,28.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,229.0,83.0,9.0,9.0,0.0,0.0,434.0,309.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200462,Tete,Marara,BxkIkDAITR2,CS Boroma,dSuHNzaRaSf,Boroma CS,2023Q1,0.0,3.0,3.0,6.0,5.0,9.0,18.0,23.0,36.0,48.0,25.0,,29.0,25.0,3.0,9.0,0.0,0.0,1.0,4.0,0.0,14.0,43.0,46.0,55.0,39.0,49.0,37.0,,26.0,12.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,61.0,36.0,1.0,2.0,0.0,0.0,285.0,194.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200497,Manica,Barue,fDqUIAimXAL,CS Chiuala,dl9g8UYxk20,Chuala CS,2023Q1,0.0,8.0,8.0,2.0,1.0,10.0,29.0,36.0,32.0,28.0,20.0,,18.0,16.0,4.0,4.0,0.0,0.0,7.0,5.0,2.0,12.0,49.0,77.0,84.0,42.0,50.0,27.0,,9.0,9.0,3.0,13.0,0.0,2.0,1.0,0.0,0.0,90.0,22.0,3.0,3.0,0.0,0.0,285.0,176.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200549,Manica,Barue,GsYcZ9h9BUK,CS Nhassacara,Z6ZZLw50mAM,Nhassacara CS,2023Q1,0.0,4.0,7.0,10.0,4.0,17.0,52.0,75.0,59.0,64.0,51.0,,23.0,9.0,9.0,8.0,0.0,0.0,4.0,11.0,12.0,23.0,104.0,113.0,108.0,103.0,70.0,44.0,,37.0,19.0,9.0,10.0,0.0,17.0,1.0,0.0,1.0,177.0,37.0,2.0,6.0,0.0,0.0,462.0,334.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200521,Manica,Barue,d3aFvsvQ7O2,CS Nhazonia,Nv5WX50ktwr,Nhazonia CS,2023Q1,0.0,4.0,6.0,9.0,6.0,13.0,28.0,45.0,49.0,38.0,30.0,,18.0,11.0,7.0,6.0,0.0,0.0,3.0,9.0,5.0,11.0,68.0,104.0,87.0,73.0,63.0,24.0,,16.0,9.0,12.0,12.0,0.0,3.0,0.0,0.0,0.0,118.0,29.0,1.0,2.0,0.0,0.0,361.0,222.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200936,Manica,Barue,omMGWeMjO27,HD Catandica,qiBueINJbti,Catandica HD,2023Q1,2.0,29.0,41.0,40.0,33.0,57.0,156.0,348.0,362.0,287.0,243.0,,141.0,88.0,59.0,70.0,0.0,5.0,16.0,72.0,53.0,70.0,418.0,691.0,789.0,592.0,441.0,292.0,,167.0,96.0,77.0,80.0,0.0,39.0,3.0,5.0,22.0,754.0,259.0,41.0,24.0,0.0,0.0,2957.0,1585.0,105.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200530,Manica,Barue,XOhxRL9w3Jt,CS Honde,wgqFTVU7Iky,Honde CS,2023Q1,0.0,9.0,4.0,7.0,0.0,7.0,21.0,54.0,54.0,59.0,57.0,,18.0,18.0,17.0,16.0,0.0,1.0,3.0,5.0,7.0,9.0,75.0,111.0,116.0,88.0,79.0,51.0,,42.0,14.0,15.0,12.0,0.0,3.0,0.0,0.0,0.0,121.0,21.0,1.0,2.0,0.0,0.0,491.0,300.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200548,Manica,Barue,rsZpZwTAPq1,CS Cruzamento de Macossa,DVF2BNdSzV9,Cruz de Macossa CS,2023Q1,0.0,1.0,5.0,5.0,3.0,19.0,43.0,71.0,49.0,41.0,25.0,,26.0,7.0,8.0,9.0,0.0,0.0,6.0,19.0,3.0,15.0,81.0,131.0,124.0,73.0,68.0,34.0,,26.0,20.0,10.0,11.0,0.0,13.0,0.0,0.0,0.0,90.0,27.0,6.0,1.0,0.0,0.0,501.0,274.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200524,Manica,Barue,xpFEJzy6IXt,CS Nhampassa,VSHfWQyhzUu,Nhampassa CS,2023Q1,0.0,6.0,6.0,10.0,2.0,14.0,38.0,91.0,85.0,66.0,56.0,,39.0,13.0,20.0,18.0,0.0,0.0,8.0,16.0,9.0,44.0,138.0,197.0,193.0,132.0,103.0,71.0,,45.0,26.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,185.0,28.0,2.0,2.0,0.0,0.0,802.0,414.0,31.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
201647,Tete,Cahora Bassa,IMtx8G5tq4u,HR Songo,o3nzTkLC1Pl,Songo HR,2023Q1,0.0,10.0,20.0,23.0,19.0,33.0,109.0,182.0,222.0,211.0,126.0,,78.0,47.0,39.0,42.0,0.0,0.0,13.0,16.0,20.0,49.0,174.0,400.0,403.0,367.0,232.0,164.0,,86.0,61.0,31.0,26.0,0.0,2.0,0.0,0.0,0.0,884.0,488.0,23.0,31.0,0.0,0.0,1077.0,595.0,26.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200023,Tete,Cahora Bassa,e8wv3acHddB,CS Chitima,KCPICjUZcE4,Chitima CS,2023Q1,0.0,10.0,28.0,27.0,29.0,55.0,120.0,270.0,319.0,283.0,190.0,,123.0,66.0,37.0,39.0,0.0,2.0,13.0,36.0,40.0,59.0,305.0,497.0,526.0,444.0,306.0,165.0,,111.0,68.0,22.0,33.0,0.0,75.0,0.0,0.0,0.0,471.0,184.0,24.0,20.0,0.0,0.0,553.0,323.0,55.0,35.0,0.0,0.0,1498.0,1021.0,12.0,10.0,0.0,0.0,both
200533,Manica,Guro,wdaQR3Yk6ji,CS Mandie,z8MwD6T43n2,Mandie CS,2023Q1,0.0,1.0,25.0,56.0,17.0,13.0,73.0,78.0,81.0,111.0,43.0,,21.0,12.0,6.0,5.0,2.0,0.0,3.0,25.0,52.0,31.0,107.0,187.0,201.0,113.0,50.0,23.0,,23.0,13.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,92.0,32.0,2.0,7.0,0.0,2.0,672.0,428.0,78.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200552,Manica,Guro,X8TLq4JNXju,CS Guro-Sede,VsFXXXagVmp,Guro - Sede CS,2023Q1,1.0,19.0,38.0,43.0,36.0,33.0,122.0,219.0,214.0,174.0,134.0,,91.0,49.0,51.0,33.0,0.0,3.0,27.0,46.0,38.0,61.0,231.0,450.0,511.0,311.0,234.0,167.0,,85.0,85.0,51.0,23.0,0.0,36.0,1.0,1.0,8.0,385.0,160.0,21.0,28.0,0.0,0.0,1807.0,994.0,93.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200459,Tete,Macanga,RRFBArNZQqU,CS Furancungo,yVFdJkYsLK5,Furancungo CS,2023Q1,0.0,11.0,14.0,3.0,7.0,27.0,47.0,115.0,155.0,105.0,77.0,,51.0,25.0,15.0,22.0,0.0,1.0,10.0,9.0,16.0,16.0,100.0,159.0,189.0,137.0,95.0,55.0,,31.0,21.0,11.0,11.0,0.0,5.0,0.0,0.0,0.0,166.0,57.0,5.0,4.0,0.0,0.0,658.0,588.0,31.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200452,Tete,Chiuta,cngCCowWdet,CS Manje,hWWRAoV26mI,Manje CS,2023Q1,0.0,6.0,9.0,13.0,16.0,31.0,57.0,89.0,108.0,96.0,76.0,,32.0,25.0,18.0,13.0,0.0,0.0,7.0,13.0,12.0,45.0,124.0,209.0,184.0,147.0,133.0,72.0,,36.0,23.0,20.0,12.0,0.0,10.0,0.0,1.0,0.0,251.0,50.0,5.0,10.0,0.0,0.0,749.0,504.0,27.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200532,Manica,Vanduzi,goKXBs7N5B8,CS IAC,yIcfnuZhejK,IAC CS,2023Q1,1.0,6.0,12.0,4.0,10.0,8.0,35.0,98.0,75.0,73.0,38.0,,20.0,19.0,13.0,9.0,0.0,3.0,4.0,16.0,12.0,13.0,100.0,165.0,172.0,122.0,61.0,34.0,,18.0,9.0,10.0,12.0,0.0,8.0,0.0,1.0,0.0,180.0,37.0,5.0,1.0,0.0,0.0,536.0,361.0,30.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200523,Manica,Vanduzi,dVMKbEosMwp,CS Matsinho,eSZjKIwHPYi,Matsinho CS,2023Q1,0.0,7.0,20.0,10.0,4.0,19.0,65.0,151.0,98.0,94.0,56.0,,43.0,14.0,16.0,8.0,0.0,0.0,7.0,31.0,22.0,28.0,139.0,239.0,307.0,166.0,98.0,48.0,,27.0,13.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,444.0,84.0,11.0,11.0,0.0,0.0,634.0,484.0,49.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200564,Manica,Vanduzi,vtKfiT3Z1Co,CS Pungue Sul,IRD5QXalHtJ,Pungue Sul CS,2023Q1,0.0,0.0,5.0,4.0,1.0,12.0,30.0,66.0,58.0,59.0,29.0,,21.0,12.0,9.0,11.0,0.0,0.0,2.0,8.0,4.0,12.0,64.0,122.0,112.0,69.0,50.0,33.0,,24.0,7.0,10.0,5.0,0.0,12.0,1.0,0.0,0.0,130.0,20.0,0.0,0.0,0.0,0.0,378.0,288.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200565,Manica,Vanduzi,KImmzT8DzJ7,CS VandÃºzi,srTptJGYtcK,Vanduzi CS,2023Q1,2.0,14.0,32.0,37.0,18.0,37.0,85.0,195.0,253.0,219.0,144.0,,98.0,50.0,49.0,72.0,0.0,0.0,22.0,28.0,29.0,55.0,278.0,471.0,567.0,473.0,314.0,194.0,,136.0,89.0,47.0,41.0,0.0,307.0,1.0,1.0,0.0,839.0,253.0,27.0,32.0,0.0,0.0,1812.0,967.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200542,Manica,Vanduzi,RZSIFguHtRn,CS Chigodore,admxsO3fTtq,Chigodole CS,2023Q1,0.0,7.0,10.0,6.0,4.0,17.0,33.0,73.0,81.0,62.0,34.0,,21.0,19.0,9.0,10.0,0.0,0.0,3.0,12.0,12.0,10.0,64.0,136.0,157.0,134.0,64.0,42.0,,30.0,18.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,115.0,29.0,2.0,2.0,0.0,0.0,564.0,334.0,25.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200503,Manica,Macate,JCaOI2EWde3,CS Zembe Centro,p9u7nMWHEgF,Zembe Centro CS,2023Q1,0.0,3.0,6.0,3.0,0.0,2.0,11.0,33.0,34.0,37.0,21.0,,10.0,4.0,7.0,8.0,0.0,0.0,4.0,7.0,4.0,5.0,39.0,51.0,74.0,60.0,32.0,20.0,,11.0,7.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,50.0,14.0,1.0,0.0,0.0,0.0,261.0,153.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200560,Manica,Macate,mNfnkeXdKxY,CS Macate,pEAFBcOJIVF,Macate CS,2023Q1,0.0,9.0,16.0,7.0,5.0,20.0,42.0,99.0,101.0,104.0,87.0,,40.0,20.0,21.0,15.0,0.0,0.0,10.0,17.0,9.0,13.0,127.0,203.0,174.0,142.0,98.0,66.0,,45.0,24.0,12.0,12.0,0.0,1.0,0.0,1.0,0.0,301.0,52.0,6.0,6.0,0.0,0.0,599.0,501.0,29.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200501,Manica,Macate,tkLybDtDdo0,CS Marera,t3snPDHuVBW,Marera CS,2023Q1,0.0,9.0,10.0,10.0,9.0,11.0,43.0,48.0,54.0,55.0,31.0,,31.0,8.0,10.0,6.0,0.0,0.0,3.0,12.0,7.0,13.0,84.0,157.0,134.0,95.0,68.0,37.0,,30.0,20.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,229.0,52.0,8.0,12.0,0.0,0.0,428.0,254.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
201028,Tete,Magoe,NE3tEHxUcic,CS Daque,lUDMkJxSxHL,Daque CS,2023Q1,1.0,5.0,3.0,8.0,6.0,15.0,69.0,115.0,109.0,85.0,49.0,,27.0,14.0,10.0,10.0,0.0,0.0,8.0,12.0,10.0,15.0,73.0,140.0,140.0,97.0,71.0,43.0,,16.0,8.0,10.0,9.0,0.0,6.0,0.0,0.0,0.0,126.0,40.0,6.0,4.0,0.0,0.0,496.0,469.0,24.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200483,Tete,Magoe,CAszGuhyUnC,CS Mucumbura,oJNbeCd6bvb,Mucumbura CS,2023Q1,1.0,1.0,15.0,18.0,25.0,22.0,52.0,96.0,129.0,130.0,96.0,,64.0,32.0,21.0,37.0,0.0,1.0,7.0,15.0,28.0,34.0,85.0,169.0,181.0,242.0,168.0,104.0,,60.0,43.0,35.0,26.0,0.0,2.0,0.0,0.0,0.0,195.0,63.0,13.0,9.0,0.0,0.0,948.0,640.0,38.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200469,Tete,Magoe,zo9yOvNADO0,CS Magoe,Uih0KGtvZeo,Magoe CS,2023Q1,0.0,19.0,21.0,28.0,22.0,28.0,63.0,154.0,166.0,162.0,111.0,,45.0,27.0,18.0,16.0,0.0,0.0,8.0,34.0,18.0,29.0,101.0,223.0,213.0,187.0,128.0,78.0,,47.0,24.0,13.0,11.0,0.0,4.0,0.0,0.0,1.0,216.0,99.0,13.0,12.0,0.0,0.0,832.0,711.0,46.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200535,Manica,Machaze,Sqry0ikIChZ,CS Bassane,aUMEQzUKI0K,Bassane CS,2023Q1,1.0,4.0,7.0,8.0,10.0,4.0,37.0,51.0,70.0,64.0,61.0,,32.0,19.0,22.0,22.0,0.0,1.0,9.0,5.0,10.0,12.0,57.0,92.0,145.0,127.0,150.0,96.0,,50.0,29.0,23.0,8.0,0.0,1.0,0.0,0.0,0.0,114.0,46.0,2.0,1.0,0.0,0.0,673.0,345.0,23.0,19.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,both
200538,Manica,Machaze,MdN1RqeBzCP,CS Chipodji,dZrjKdqCi1w,Chipudji CS,2023Q1,2.0,7.0,15.0,13.0,5.0,7.0,19.0,35.0,37.0,63.0,46.0,,39.0,12.0,9.0,10.0,0.0,1.0,6.0,16.0,10.0,9.0,63.0,87.0,139.0,139.0,150.0,124.0,,43.0,32.0,11.0,6.0,0.0,4.0,0.0,0.0,0.0,494.0,162.0,22.0,25.0,0.0,0.0,296.0,115.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200536,Manica,Machaze,e3XMm8h8pJ3,CS Chitobe,FmAQ159jI3w,Chitobe CS,2023Q1,0.0,11.0,31.0,39.0,20.0,24.0,72.0,132.0,137.0,128.0,96.0,,66.0,38.0,31.0,33.0,0.0,1.0,18.0,41.0,28.0,43.0,221.0,361.0,417.0,372.0,267.0,186.0,,141.0,58.0,21.0,24.0,0.0,11.0,4.0,0.0,1.0,985.0,365.0,35.0,37.0,0.0,0.0,1126.0,411.0,53.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200539,Manica,Machaze,oi1t1JPUViW,CS Mavende,z8UkGdr2xNs,Mavende CS,2023Q1,0.0,5.0,3.0,6.0,5.0,7.0,19.0,38.0,40.0,54.0,36.0,,22.0,32.0,16.0,14.0,0.0,0.0,9.0,9.0,12.0,13.0,42.0,72.0,83.0,83.0,77.0,53.0,,46.0,27.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,102.0,34.0,7.0,1.0,0.0,0.0,412.0,249.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200557,Manica,Machaze,HZVnPphSXDJ,CS Save,ZifoCg4OvIj,Save CS,2023Q1,0.0,10.0,17.0,11.0,10.0,7.0,31.0,42.0,58.0,65.0,76.0,,44.0,34.0,19.0,15.0,0.0,0.0,6.0,14.0,23.0,21.0,84.0,114.0,160.0,153.0,151.0,139.0,,75.0,57.0,16.0,13.0,0.0,9.0,0.0,0.0,0.0,195.0,43.0,7.0,15.0,0.0,0.0,784.0,358.0,36.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200556,Manica,Machaze,MfZ8vUFX3fM,CS Mazwissanga,c6yCKEAemfr,Mazwissanga CS,2023Q1,0.0,3.0,5.0,8.0,9.0,5.0,11.0,26.0,19.0,27.0,17.0,,8.0,16.0,6.0,5.0,0.0,0.0,0.0,1.0,5.0,7.0,26.0,53.0,65.0,53.0,50.0,47.0,,20.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,274.0,104.0,6.0,16.0,0.0,0.0,67.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200561,Manica,Machaze,wXsyilYI7PO,CS Chipopopo,jhngb8KdYU1,Chipopopo CS,2023Q1,0.0,3.0,13.0,9.0,4.0,11.0,34.0,42.0,63.0,65.0,45.0,,34.0,18.0,3.0,14.0,0.0,0.0,10.0,13.0,8.0,12.0,72.0,131.0,132.0,128.0,103.0,81.0,,50.0,21.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,237.0,54.0,10.0,3.0,0.0,0.0,508.0,279.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200566,Manica,Mossurize,pdtUKo1EQzR,CS Dacata,yYG52aLO1GK,Dacata CS,2023Q1,0.0,6.0,4.0,7.0,4.0,8.0,18.0,46.0,46.0,46.0,42.0,,33.0,20.0,24.0,13.0,0.0,0.0,2.0,3.0,10.0,16.0,56.0,95.0,141.0,139.0,126.0,93.0,,64.0,39.0,21.0,12.0,0.0,6.0,0.0,0.0,0.0,144.0,46.0,5.0,6.0,0.0,0.0,658.0,254.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200567,Manica,Mossurize,B0ndNKYIIDd,CS Mude,t0KQQSZk9rF,Mude CS,2023Q1,0.0,3.0,2.0,10.0,3.0,2.0,9.0,17.0,22.0,30.0,30.0,,25.0,8.0,12.0,5.0,0.0,0.0,3.0,4.0,6.0,2.0,28.0,44.0,62.0,75.0,68.0,47.0,,28.0,10.0,14.0,6.0,0.0,2.0,0.0,0.0,0.0,75.0,18.0,2.0,3.0,0.0,0.0,309.0,145.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
200939,Manica,Mossurize,A4fQVrJD7Zd,HD Espungabera,ZrUjQFzR1gM,Espungabera CS,2023Q1,0.0,6.0,21.0,29.0,9.0,29.0,69.0,152.0,163.0,192.0,152.0,,104.0,70.0,39.0,27.0,0.0,0.0,4.0,21.0,23.0,40.0,200.0,350.0,474.0,411.0,346.0,229.0,,115.0,74.0,55.0,27.0,0.0,53.0,7.0,1.0,7.0,264.0,97.0,4.0,6.0,0.0,0.0,2052.0,906.0,43.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both
