Keycode,period,"TB_STAT_D_Aggregated_Age_Sex | <1, Male","TB_STAT_D_Aggregated_Age_Sex | 1-4, Male","TB_STAT_D_Aggregated_Age_Sex | 5-9, Male","TB_STAT_D_Aggregated_Age_Sex | 10-14, Male","TB_STAT_D_Aggregated_Age_Sex | 15-19, Male","TB_STAT_D_Aggregated_Age_Sex | 20-24, Male","TB_STAT_D_Aggregated_Age_Sex | 25-29, Male","TB_STAT_D_Aggregated_Age_Sex | 30-34, Male","TB_STAT_D_Aggregated_Age_Sex | 35-39, Male","TB_STAT_D_Aggregated_Age_Sex | 40-44, Male","TB_STAT_D_Aggregated_Age_Sex | 45-49, Male","TB_STAT_D_Aggregated_Age_Sex | 50+, Male","TB_STAT_D_Aggregated_Age_Sex | <1, Female","TB_STAT_D_Aggregated_Age_Sex | 1-4, Female","TB_STAT_D_Aggregated_Age_Sex | 5-9, Female","TB_STAT_D_Aggregated_Age_Sex | 10-14, Female","TB_STAT_D_Aggregated_Age_Sex | 15-19, Female","TB_STAT_D_Aggregated_Age_Sex | 20-24, Female","TB_STAT_D_Aggregated_Age_Sex | 25-29, Female","TB_STAT_D_Aggregated_Age_Sex | 30-34, Female","TB_STAT_D_Aggregated_Age_Sex | 35-39, Female","TB_STAT_D_Aggregated_Age_Sex | 40-44, Female","TB_STAT_D_Aggregated_Age_Sex | 45-49, Female","TB_STAT_D_Aggregated_Age_Sex | 50+, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | <1, Known at Entry Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 1-4, Known at Entry Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 5-9, Known at Entry Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 10-14, Known at Entry Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 15-19, Known at Entry Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 20-24, Known at Entry Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 25-29, Known at Entry Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 30-34, Known at Entry Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 35-39, Known at Entry Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 40-44, Known at Entry Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 45-49, Known at Entry Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 50+, Known at Entry Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | <1, Known at Entry Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 1-4, Known at Entry Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 5-9, Known at Entry Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 10-14, Known at Entry Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 15-19, Known at Entry Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 20-24, Known at Entry Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 25-29, Known at Entry Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 30-34, Known at Entry Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 35-39, Known at Entry Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 40-44, Known at Entry Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 45-49, Known at Entry Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 50+, Known at Entry Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | <1, Newly Identified Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 1-4, Newly Identified Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 5-9, Newly Identified Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 10-14, Newly Identified Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 15-19, Newly Identified Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 20-24, Newly Identified Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 25-29, Newly Identified Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 30-34, Newly Identified Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 35-39, Newly Identified Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 40-44, Newly Identified Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 45-49, Newly Identified Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 50+, Newly Identified Positive, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | <1, Newly Identified Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 1-4, Newly Identified Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 5-9, Newly Identified Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 10-14, Newly Identified Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 15-19, Newly Identified Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 20-24, Newly Identified Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 25-29, Newly Identified Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 30-34, Newly Identified Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 35-39, Newly Identified Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 40-44, Newly Identified Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 45-49, Newly Identified Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 50+, Newly Identified Positive, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | <1, Newly Identified Negative, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 1-4, Newly Identified Negative, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 5-9, Newly Identified Negative, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 10-14, Newly Identified Negative, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 15-19, Newly Identified Negative, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 20-24, Newly Identified Negative, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 25-29, Newly Identified Negative, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 30-34, Newly Identified Negative, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 35-39, Newly Identified Negative, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 40-44, Newly Identified Negative, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 45-49, Newly Identified Negative, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | 50+, Newly Identified Negative, Male","TB_STAT_N_Age_Sex_KnownNewPosNeg | <1, Newly Identified Negative, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 1-4, Newly Identified Negative, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 5-9, Newly Identified Negative, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 10-14, Newly Identified Negative, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 15-19, Newly Identified Negative, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 20-24, Newly Identified Negative, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 25-29, Newly Identified Negative, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 30-34, Newly Identified Negative, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 35-39, Newly Identified Negative, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 40-44, Newly Identified Negative, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 45-49, Newly Identified Negative, Female","TB_STAT_N_Age_Sex_KnownNewPosNeg | 50+, Newly Identified Negative, Female","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | <1, Male, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 1-4, Male, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 5-9, Male, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 10-14, Male, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 15-19, Male, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 20-24, Male, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 25-29, Male, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 30-34, Male, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 35-39, Male, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 40-44, Male, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 45-49, Male, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 50+, Male, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | <1, Female, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 1-4, Female, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 5-9, Female, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 10-14, Female, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 15-19, Female, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 20-24, Female, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 25-29, Female, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 30-34, Female, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 35-39, Female, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 40-44, Female, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 45-49, Female, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 50+, Female, Life-long ART, New, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | <1, Male, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 1-4, Male, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 5-9, Male, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 10-14, Male, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 15-19, Male, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 20-24, Male, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 25-29, Male, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 30-34, Male, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 35-39, Male, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 40-44, Male, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 45-49, Male, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 50+, Male, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | <1, Female, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 1-4, Female, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 5-9, Female, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 10-14, Female, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 15-19, Female, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 20-24, Female, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 25-29, Female, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 30-34, Female, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 35-39, Female, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 40-44, Female, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 45-49, Female, Life-long ART, Already, Positive","TB_ART_N_Age_Sex_NewExistingArt_HIVStatus | 50+, Female, Life-long ART, Already, Positive",ECHO MOZ Tuberculose | TB/HIV+ em CTZ
200499,2022Q1,,1,,,,3,5,4,4,1,2,4,,3,,2,2,2,4,2,3,,3,1,,1,,,,,,2,2,,,1,,1,,1,,,1,1,1,,3,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,5,2,2,1,2,3,,2,,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,,1,,1,,,1,1,1,,3,1,16
340078,2022Q1,,,,,,1,2,2,,,,,,,,,1,1,,3,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,1,1,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,3
201696,2022Q1,0,0,1,2,0,4,7,6,3,3,3,9,0,0,1,0,1,3,1,2,1,3,1,7,0,0,1,0,0,1,1,4,2,0,1,2,0,0,0,0,0,1,1,0,1,2,0,4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,2,6,0,0,1,0,1,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,4,2,0,1,1,0,0,0,0,0,1,1,0,1,2,0,4,25
360175,2022Q1,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200527,2022Q1,0,1,2,0,4,1,1,0,1,1,2,8,0,1,0,2,0,0,1,3,3,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,1,0,1,0,2,8,0,1,0,2,0,0,0,1,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,5
200605,2022Q1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
200574,2022Q1,0,0,1,1,0,0,0,1,5,4,0,5,0,0,0,0,0,2,1,0,2,1,2,8,0,0,0,0,0,0,0,1,5,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,0,0,0,0,0,2,0,0,1,1,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,12
200462,2022Q1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200447,2022Q1,,2,2,,3,1,3,,2,2,5,4,,3,1,,,,4,1,2,2,2,5,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,3,1,3,,2,2,5,3,,3,1,,,,4,,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,2
200472,2022Q1,,,,,,4,1,1,1,,,1,,,,,1,2,,,3,2,2,3,,,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,1,,,1,,,,,,2,,,3,2,1,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,4
200147,2022Q1,,,,1,1,1,1,,1,2,,1,,1,1,,,1,,,2,1,,2,,,,,,,1,,,1,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,1,,1,1,,,1,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,5
200588,2022Q1,,,,,,,,1,1,,,1,,,,,1,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,2
201698,2022Q1,,,,,1,,1,,,,,,,,,,1,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200615,2022Q1,,,,2,,,4,1,,1,1,,,,1,,,1,,3,,,1,5,,,,,,,1,,,,,,,,,,,1,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,2,1,,1,1,,,,1,,,,,,,,1,5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,3,,,,,6
200463,2022Q1,,1,,,,,,,1,2,,1,,,1,,2,1,1,1,3,1,,4,,,,,,,,,1,,,,,,,,1,1,1,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,1,,,1,,1,,,,2,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,1,,1,1,,,3,9
200604,2022Q1,,,,,,,2,,1,1,,1,,,,,,,1,1,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,1,1,,1,,,,,,,1,1,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
200522,2022Q1,,,,,1,,2,,1,,,1,,,1,1,,2,2,4,,,1,1,,,,,,,,,1,,,,,,,1,,2,1,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,,,1,3,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,2,1,,,,1,,8
200023,2022Q1,,,,,,1,1,1,1,,4,2,,,,1,,1,,,2,,,3,,,,,,,,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,3,1,,,,,,1,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,1,,,,,,,,,5
200536,2022Q1,2,3,1,3,1,3,4,4,1,3,3,8,0,2,1,2,0,5,2,3,12,1,7,17,0,0,1,1,0,1,1,2,0,1,2,1,0,1,0,1,0,1,1,1,3,0,1,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,3,0,2,1,2,3,1,1,1,1,7,0,0,1,1,0,4,1,1,9,1,4,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,2,0,1,2,1,0,1,0,1,0,1,1,1,3,0,1,5,30
200152,2022Q1,,2,4,4,2,3,7,10,3,4,3,10,,1,2,3,2,3,4,6,2,4,3,8,,,,1,,,1,2,,2,,2,,,,,1,1,,2,,1,,,,,,,,,,3,,,1,,,,1,,,,,,,,1,,,2,4,3,2,3,6,5,3,2,2,8,,1,1,3,1,2,4,4,2,3,2,8,,,,,,,,3,,,1,,,,1,,,,,,,,,1,,,,1,,,,2,,2,,1,,,,,1,1,,2,,1,,,19
200612,2022Q1,,,,,,,1,,,1,,1,,,,,,1,3,1,2,,2,,,,,,,,1,,,1,,1,,,,,,1,2,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,1,2,1,1,,1,,9
200192,2022Q1,,,2,2,2,5,5,5,4,5,5,10,,1,3,3,1,1,3,6,2,4,3,5,,,,,,,2,,1,3,2,6,,,,1,,,,3,1,1,1,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,2,2,5,3,4,3,2,3,4,,1,3,2,1,1,3,3,1,3,2,3,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,2,,1,3,2,5,,,,0,,,,3,1,1,1,2,23
200566,2022Q1,,,,1,,,1,,,,1,1,,1,,,,1,1,1,1,,,1,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,3
201028,2022Q1,,,,1,,,4,,1,2,1,,,,3,,2,1,,2,1,1,1,3,,,,,,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,1,1,1,,,,3,,2,1,,1,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,1,,3
200559,2022Q1,,,1,,1,,1,3,2,2,2,12,,1,,,1,,2,2,5,4,5,4,,,,,,,,1,1,2,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,2,1,,2,11,,1,,,1,,2,1,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,,,,,,,1,1,,,,7
200454,2022Q1,,3,7,1,3,1,4,3,2,2,2,11,,1,3,2,1,5,5,6,2,8,7,21,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,1,3,1,4,2,2,2,2,11,,1,3,2,1,5,5,5,2,8,7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,2
200618,2022Q1,,3,,2,1,6,6,11,7,7,12,23,,3,1,,3,8,10,2,5,2,1,13,,3,,,,2,2,5,4,3,5,7,,3,,,1,1,5,1,4,2,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,4,6,3,4,7,16,,,1,,2,7,5,1,1,,,6,,,,,,,,1,,,1,1,,,,,,,,,,,,,,3,,,,2,2,1,3,3,2,6,,3,,,1,1,4,1,4,1,1,6,55
201110,2022Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200525,2022Q1,,4,4,2,4,3,4,2,10,6,3,9,,,,,3,2,2,6,7,3,2,4,,1,1,,1,,2,,5,3,,1,,,,,,1,,3,5,3,2,1,,,1,,,,,,2,3,,1,,,,,1,,,2,,,,,,3,2,2,3,3,2,2,3,,3,7,,,,,2,1,2,1,2,,,3,,,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,,1,,2,,5,3,,1,,,,,,1,,3,5,3,2,1,39
200165,2022Q1,0,1,1,,,,,2,,1,1,,,1,2,,,1,,2,2,,,2,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,2,,1,1,,,1,2,,,1,,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,2
